rollNum,coursesEnrolled
23BI75317,BI897 EN666 HI648
23BI75426,CA032 CA101 CA362
23BI75804,BI291 BI331 BI368 BI416 CH983
23BI76251,CA184
23BI76260,CA632 CA660 MA474 ST981
23BI76530,PY883 ST741 ST770
23BI76670,BI318 BI331 MA999
23BI76878,HI080 HI361
23BI76917,BI291 BI368 BI406 BI416 HI361
23BI76921,ST770
23BI76929,EN849
23BI77132,PY903
23BI77196,EN639 EN666 PY519
23BI77291,HI817
23BI77414,EN701 GO949 HI169 HI361
23BI77650,PY509 ST614
23BI77683,MA789
23BI77747,CA982 GO040
23BI77910,ST222 ST245
23BI77939,GO938 MA487 MA513
23BI78184,EN666
23BI78342,CH794
23BI78376,CH794
23BI78440,GO198 GO212 GO216
23BI78668,PY519
23BI78908,EN834 EN849 MA474 MA513
23BI78948,CA549 EN701 EN834
23BI78999,BI252 BI368 BI416 EN162
23BI79518,ST981
23BI79849,HI589 HI593
23BI79928,GO949
23BI79953,EN385 HI700 PY204
23BI80194,MA474 ST534
23BI80832,HI875 HI912 PY293
23BI81032,CA633 CA660 PY206
23BI81274,MA789
23BI81412,EN949 ST015
23BI81499,MA154 MA352
23BI81595,CA032 EN709
23BI81634,EN701 EN987
23BI81961,EN213 EN263 GO212
23BI82113,PY351
23BI82194,ST534 ST614
23BI82203,EN949 GO949 HI080
23BI82737,HI916
23BI82775,PY375 PY509 PY519 ST623
23BI83030,PY109
23BI83372,MA883
23BI83481,EN639
23BI83627,BI252 BI368 BI406 BI715 MA999
23BI83643,HI589
23BI83805,CH794 EN385 EN448 EN639
23BI84116,BI291 BI368 ST457
23BI84385,PY519
23BI84395,EN639
23BI84511,ST222 ST388
23BI84780,BI318 BI368 BI416 CH947 EN162 PY204
23BI85008,EN412
23BI85146,EN448 HI637
23BI85160,CA362 EN701 GO892
23BI85505,MA920
23BI85546,EN385
23BI85582,CH627 EN448 MA309
23BI86172,EN054
23BI86518,MA600
23BI86542,BI331 BI368 BI406 BI416
23BI86662,BI599 MA352
23BI86691,HI080 HI169
23BI86698,PY519 PY865
23BI86787,BI368 BI416 EN834
23BI86987,BI252 BI291 BI318
23BI86999,BI368 BI416 CH983 EN023 EN834
23BI87163,PY753
23BI87666,GO949 HI169 HI361
23BI87800,CH924 CH947 EN162
23BI87951,BI368 BI406 BI416
23BI89189,ST981
23BI89369,CH544 ST222 ST245
23BI90721,PY883
23BI91221,PY883
23BI91315,BI318 BI368 CH544 EN023 EN162
23BI91842,HI128 HI167
23BI91934,GO928 HI361
23BI92228,PY909
23BI92568,BI646 BI693 GO892 GO938 HI033
23BI92851,CA829 CH544 HI916
23BI93011,EN834 MA776
23BI93219,EN263
23BI93947,EN448
23BI94139,CH515
23BI94144,CH217 GO412
23BI94505,EN213 HI434 HI912
23BI95070,HI916
23BI95303,MA513
23BI95475,CA829 CH794
23BI95659,CH544 EN023
23BI95816,HI700
23BI96302,GO892 GO938 HI361
23BI96994,EN448 PY909
23BI97012,CA632 PY805
23BI97237,EN949
23BI97480,PY347 PY699 PY753
23BI97490,HI593
23BI97965,PY903 PY909
23BI98066,PY753 PY909
23BI98234,EN448 EN456
23BI98772,MA906 ST534
23BI99256,CH883 CH920 CH924 CH947 CH983
23BI99288,CA602 HI547
23BI99480,HI817
23BI99706,CA633 CH402 HI589
23BI99945,PY404 PY664 PY673 PY699
23CA00044,CH794 PY077
23CA00316,PY404 PY528 PY664 PY673 PY753
23CA01025,BI969
23CA01088,PY528
23CA01634,ST222 ST245 ST383 ST388
23CA01639,BI824
23CA02024,PY519 PY883 ST651
23CA02297,BI252 BI291 BI331 BI368 BI416 EN834
23CA02351,GO279 PY528
23CA02612,CH852 CH883 EN023
23CA02663,CA829 CH883
23CA02776,CA367 CA471
23CA02795,CH292
23CA02852,BI368 BI406 CH544 MA999
23CA02920,GO602 HI361
23CA02963,CH924 CH947
23CA03004,BI291 BI368 CH544 CH947
23CA03468,HI916
23CA03784,PY753 PY805
23CA03813,CH217 HI434
23CA03819,CH402 EN849
23CA03955,ST981
23CA03958,EN054 EN172 EN834
23CA04259,CH947 EN023 EN054 EN162
23CA04349,CA632
23CA04419,CH983 PY204
23CA04736,PY528 PY699
23CA05144,HI589 MA315 MA352
23CA05296,EN677 EN701 EN987
23CA05382,EN849 ST667 ST741
23CA05420,EN023 EN054 EN157
23CA06021,BI173 CH544 EN535 EN639
23CA06068,PY077 PY293
23CA06282,CA032 CA367 CA453 EN677 EN987
23CA06341,BI252 CH924 CH983
23CA06598,BI599 BI693 BI858 EN849
23CA06912,BI225 BI318 EN162 EN172 EN448
23CA07225,CA602 EN335
23CA07311,PY909
23CA07698,CA549 CA602 CA632 MA920
23CA08691,BI291 BI318 CH947 CH983
23CA08746,EN535 GO216 GO247
23CA08886,MA509
23CA08973,CA632
23CA09566,EN563 MA906
23CA09588,BI599 EN563 MA906
23CA09856,BI824
23CA10030,PY519
23CA10202,EN023 EN162
23CA10392,PY032 PY109
23CA10586,EN385
23CA10662,MA999 PY204
23CA10722,MA147 MA154 ST222 ST245 ST388
23CA11499,EN054 MA309
23CA11663,EN701 GO892 PY903
23CA11901,HI434 HI775
23CA12336,PY519 PY699 PY955
23CA12355,CH947
23CA12911,CA633 EN162 ST457
23CA12936,BI152 BI225 CH797 CH812
23CA13229,CA766 EN666
23CA13575,EN639
23CA14129,PY673
23CA14200,CH924 CH947 EN054 PY445
23CA14316,PY753 PY883
23CA14344,BI594 HI593 HI648
23CA14442,PY883
23CA14857,HI916
23CA14912,GO146
23CA14967,CA962 MA315 ST199 ST402
23CA14986,PY509 PY909
23CA15191,CH745 GO324
23CA15397,CH515 EN448 EN639 HI700
23CA15641,PY865 ST667
23CA15895,CA660 HI609 HI648 HI676
23CA15946,CH515 EN489 HI648
23CA15968,PY673 PY883
23CA16544,BI965
23CA16692,BI966 PY664 PY699
23CA16818,PY520
23CA16921,CH292
23CA17011,GO324 GO892 GO938 HI167 HI169
23CA17702,GO892 HI167 HI361
23CA17968,BI629 HI648
23CA18305,ST534 ST803
23CA19149,CA660
23CA19334,BI318 BI368 BI416
23CA19503,CH983 EN054 EN131
23CA19556,ST981
23CA19683,PY519 PY883
23CA19755,EN507
23CA20035,CA695 ST741
23CA20230,ST457
23CA20920,BI974 CA154 EN987
23CA21564,PY293
23CA21716,BI824 CH544
23CA21765,BI368 BI416 CH544 EN834
23CA22123,EN701
23CA22353,EN639
23CA22494,BI864 EN849
23CA22599,CA632 GO772 GO997 HI128
23CA22725,BI368 BI406 BI416
23CA22788,EN849
23CA23711,BI331 BI368 EN023
23CA23728,EN448
23CA23847,PY753
23CA23905,CH726 MA315 ST457
23CA23910,ST981
23CA24132,CA632
23CA24256,EN535
23CA24366,EN287 EN563
23CA24816,PY351 ST534
23CA24897,EN639
23CA25425,EN834 EN949 HI609 HI916 MA509
23CA25689,GO602 GO673 ST741 ST770
23CA26157,CH924 CH947 EN054 EN162
23CA26271,EN054 GO949 HI361
23CA26345,CH126
23CA26437,EN639
23CA27082,HI169 HI361 ST770
23CA27086,BI318 CH983 EN054 EN162
23CA27134,CA962 CA982 GO040 MA309
23CA27180,BI715 EN580
23CA27200,CA844
23CA27225,GO997 HI128 HI169
23CA27305,CA962 CA975 CA982
23CA27484,HI169 HI609 HI875
23CA27833,EN507
23CA27874,EN677 EN701 EN834 EN949 ST981
23CA28036,EN834
23CA28346,GO949 HI167
23CA28355,CA766 GO247 MA600 MA920
23CA28736,EN412
23CA29031,PY375 PY519 PY865
23CA29235,BI715 GO198 GO247 GO602 GO772
23CA29416,EN709 EN849
23CA29729,HI589
23CA29966,ST770
23CA30470,EN335
23CA30754,HI609 HI620 PY077 PY168 PY293
23CA30896,MA147 MA154
23CA30938,BI715 BI969 PY805
23CA31102,BI626 BI824
23CA31231,CA829 PY903 ST623 ST770
23CA31245,EN162 EN263 EN448 EN639
23CA31266,CH794
23CA31271,MA487 MA509 MA513
23CA31355,EN639
23CA31480,MA920
23CA31710,EN054 EN172 EN701
23CA32087,BI252 BI417 BI897
23CA32195,EN535 EN580 EN639
23CA32728,CA982 CH137 ST217
23CA33186,PY168
23CA33228,EN213 ST015
23CA33452,ST534 ST623 ST741 ST770
23CA33612,PY528 PY673
23CA33770,BI417 CA660 CA695 CH292 HI609
23CA33904,EN666 MA789 MA920
23CA34082,EN335
23CA34642,HI593
23CA34679,EN335
23CA34876,BI417
23CA34945,CA632 PY293 PY317
23CA35022,CH185 GO412
23CA35057,EN639
23CA35563,CH185
23CA35794,BI318 CH983 EN054 EN162
23CA36065,CH178
23CA36147,PY528
23CA36493,MA776
23CA36671,CH515 EN489 EN639 PY519
23CA36847,CA549 CA660
23CA37144,CA549 CA632 CA660 PY293
23CA37180,CA660
23CA37407,HI080
23CA37492,CH920 EN023
23CA37511,EN639 EN666 HI544 ST667
23CA37999,PY109
23CA38378,PY109
23CA38583,GO997 HI033 HI128 MA059
23CA38745,BI252 BI368 EN172
23CA38838,BI291 BI368 CH983 EN054
23CA38887,GO949 HI361
23CA38984,BI291 BI368 BI406 EN172
23CA39189,CH627 MA315 MA352
23CA39241,ST667
23CA39296,MA776
23CA39707,CA032
23CA39719,EN054 EN131 EN157
23CA39770,BI291 BI318 BI368 CH947
23CA39811,PY753
23CA40005,PY519 ST651
23CA40500,HI875
23CA40944,ST015
23CA40971,PY883
23CA41253,CH544 EN054
23CA41296,GO997 HI033
23CA41471,HI609 MA999
23CA42048,GO997 HI128
23CA42211,CA090 CA101 CA226
23CA42239,CH983 EN023
23CA42333,BI291 CH924 EN023 EN054
23CA43372,CA000 CA367 CA865
23CA43452,HI589
23CA43601,CA154 CA184
23CA43625,EN535
23CA43728,CH292 MA513
23CA43907,HI817
23CA44305,GO949
23CA44576,BI974 CA090 CA101 CA471
23CA44836,GO938
23CA45010,CA834
23CA45191,PY903
23CA45424,HI916
23CA45638,HI434 MA600 MA776 MA920
23CA45641,MA315 MA352
23CA45922,HI589 MA965 PY109
23CA46618,CA632 MA965
23CA46644,GO412
23CA47080,BI291 BI368 CH983 MA999
23CA47096,BI291 BI368 CH634 EN172
23CA47170,CA633 CA695 MA509
23CA47984,CH638 CH726 CH745
23CA48155,BI715 CH217
23CA48338,GO279
23CA48344,CH745 CH924 CH983 MA309
23CA48438,HI547
23CA48586,EN172
23CA48862,CH726 MA315
23CA49281,BI715 CA829 ST534
23CA49525,CA632 EN709 EN849 EN949
23CA49633,BI599
23CA49695,CH983 EN054 EN157 MA091
23CA50297,CA032
23CA50541,MA111
23CA50582,CA032 CA453 EN849
23CA50591,GO949 HI167
23CA50665,CH627 CH634 CH638
23CA50826,BI966 GO997 HI033 PY955
23CA50876,BI291 BI368 BI406 EN834 PY509
23CA51043,MA358
23CA51050,EN385
23CA51126,BI368 BI406 CH947 EN172
23CA51142,EN701
23CA51190,BI436 HI912
23CA51203,PY404 PY903
23CA51213,BI715
23CA51256,PY077 PY133
23CA51356,CA766 HI544 HI648 HI875 PY109
23CA51367,BI965 CA367 PY351
23CA51383,HI169 HI420
23CA51552,CA844 PY988
23CA51587,CH852 CH883 CH920 CH924 EN023
23CA52704,CH638
23CA53208,MA474
23CA53344,EN054
23CA53415,BI225
23CA53460,EN385 ST770
23CA53548,BI594 EN448 EN489
23CA53562,HI930
23CA53919,PY805
23CA54156,CA362 GO949
23CA54278,EN054
23CA54577,BI824
23CA54743,PY753
23CA55029,CA367 MA358
23CA55159,CH924 EN054 EN157
23CA55261,CA226 CA367
23CA55340,EN054 EN131 MA111
23CA55357,CH544 EN172 PY109 PY317 ST981
23CA55555,EN054 EN131
23CA55672,HI620
23CA55819,BI368 BI416 EN172
23CA56217,MA906
23CA56966,PY347
23CA57112,CA975 CH126
23CA58083,EN849
23CA58169,BI895
23CA58337,PY077
23CA58694,ST667
23CA58700,CH794 EN456 EN563 PY032
23CA59051,BI318
23CA59085,PY347
23CA59281,PY528 PY673 PY753
23CA59298,HI589 PY347
23CA59319,BI318
23CA59637,CH983 HI361
23CA59750,PY519
23CA59932,BI417 CH627 CH634 HI620
23CA60125,EN157
23CA60356,PY445 PY753 ST614
23CA60395,EN448 EN666 MA513
23CA61034,EN666 HI589 HI609 HI620
23CA61255,PY509 PY753 ST981
23CA61544,CH726 CH745 EN223
23CA61557,BI969
23CA61773,EN580
23CA61894,BI417 PY351
23CA61912,BI594 CH947 EN162 EN172
23CA62073,EN949 GO040
23CA62310,HI434
23CA62419,CH185 CH292 MA474
23CA62627,MA315 ST199 ST217
23CA63069,CH292
23CA63628,CH883
23CA64388,EN223
23CA64733,EN639 HI547 HI637 PY903
23CA64782,MA474 MA487 MA509 MA513 PY805
23CA65022,GO412 PY903 PY909
23CA65174,GO928 MA583
23CA65382,GO938 HI373
23CA65803,BI291 CH706 CH852
23CA66130,PY347
23CA66168,ST015
23CA66312,PY445
23CA66513,BI417 PY519 ST489
23CA66754,BI599 EN335 EN489 EN535
23CA66800,ST015
23CA66872,CA660 EN639 ST770
23CA67109,EN263 MA583 PY445 ST614
23CA67146,PY520 PY664 PY883 ST651
23CA67185,CH627 CH852 CH883 MA059 PY988
23CA67374,EN213 EN448
23CA67442,GO149 MA437 PY347
23CA67476,EN701 EN849
23CA68272,BI436 BI715 HI552 HI609
23CA68342,EN412 EN489 EN639 ST865
23CA68623,PY375 PY520 PY865 PY909
23CA68680,CA660 CH794 EN335
23CA68917,EN701 EN834 PY032 PY206
23CA68973,BI626 EN385 EN563
23CA69537,BI626 BI715 CA362 PY955
23CA69613,BI436 BI594 BI599 EN223 EN412
23CA69920,EN580 PY699 PY753 PY805
23CA70314,CH947 EN023 MA111 MA309
23CA70354,BI252 BI318
23CA71032,EN489 GO198 PY351
23CA71037,CA660 EN223 EN335 EN639 HI620
23CA71085,GO695 MA309 MA352 MA583
23CA71251,EN535 EN639 HI916
23CA71356,BI969 CA000 CA865 EN489 ST956
23CA71388,EN507 EN639 HI544 HI676 HI817
23CA71458,HI620 PY073 PY133
23CA71517,BI252 BI318
23CA71732,HI589 HI648 HI817
23CA71740,CH706 CH745 GO938 MA358
23CA71813,CA660 CH515 HI620 HI759
23CA72125,BI858 EN639
23CA72231,BI436 BI599 BI864
23CA72846,HI547 PY673 PY753 PY903
23CA72917,CH515
23CA73295,BI715 HI912
23CA73432,EN563 HI589 HI609
23CA73533,CA032 CA184 CA367
23CA74068,BI252 BI318 CH920
23CA74186,MA123 MA309 MA315 MA352 ST199
23CA74309,BI331 PY753 PY805 PY883 PY903
23CA74865,EN335 PY375 PY903 PY909
23CA74952,HI589 HI648
23CA75348,GO938 HI361
23CA75378,CA660 GO949 HI361 HI589
23CA75814,EN335 EN448 EN666 HI817 PY519
23CA76143,EN448 GO212 GO247
23CA76317,PY673 PY805 PY883 PY903 ST981
23CA76904,CA632 MA509 MA513
23CA77024,EN535 EN639 PY520 PY528 PY903
23CA77274,CH745 GO938 GO949 HI361 HI373
23CA77471,EN385 EN535 EN666
23CA77602,CA962 CA975 CA982 MA352 PY988
23CA77679,CH920 EN162 EN172 HI593 HI648
23CA77905,EN563 EN666 PY509
23CA77916,CA000 CA184 CA891 CA975 CH178
23CA78322,CA032 GO938 ST489
23CA78360,BI417 BI969 PY347 ST015
23CA78782,EN489 EN666 GO695
23CA78900,GO928 GO938 GO997
23CA78982,CH706 CH794 MA883
23CA79848,CA660 EN834 GO938 GO949 HI361
23CA79920,PY073 PY077 PY293
23CA80042,CH402 EN263 GO198 GO247 MA474
23CA80230,CH726 CH745 CH920 CH947 MA309
23CA80277,HI080 MA315 PY673 PY805
23CA80511,BI318 CH920 CH947 EN172
23CA80641,EN701
23CA80834,GO279 MA487 MA513
23CA80914,BI715 EN456 EN639
23CA81196,HI547 PY528 PY673 PY753 PY903
23CA81280,EN639 HI676 HI916
23CA81603,CA032 CA226 CA865
23CA81748,EN335 HI817 PY519
23CA82439,EN412 EN639 PY520 PY673 PY805
23CA82667,MA315 ST199 ST217 ST402
23CA83193,CA032 CA226 CA367
23CA83629,PY520 PY673 PY753 PY805 PY903
23CA83742,CA032 CA226 CA471 EN701
23CA83791,CH920 CH947 EN162 HI775 HI875
23CA83926,BI974 CA101 ST614 ST741
23CA84674,PY528 PY673 PY805 PY865 PY883
23CA84837,CH852 CH947 CH983 EN162 EN172
23CA84896,BI173 BI318 CH920 PY109 PY293
23CA84985,EN448 EN580 HI589 HI648
23CA85258,BI173 CH947 EN023 ST985
23CA85437,CH544 EN666 HI589 HI593
23CA85439,CA891 CA893 MA111 ST132 ST135
23CA85584,HI547 HI930 ST981
23CA85624,PY375 PY528 PY753 PY865
23CA86127,CA140 CA891 CH178 EN949
23CA86149,CH402 HI593 HI609 MA776
23CA86331,CH745 GO198 MA309 MA315 MA352
23CA86333,BI626 BI629 BI693 MA509
23CA86567,CA032 CA101
23CA86614,GO247 GO324 MA437 ST865 ST981
23CA86719,BI594 GO772
23CA86756,BI715 EN335
23CA86916,BI436 BI599 CA471
23CA86996,BI974 CA032 CA471 PY903
23CA87063,CH402 EN507 EN639 HI916
23CA87273,PY375 PY520 PY753 PY909
23CA87391,PY520 PY673 PY753 PY805
23CA87536,BI897 EN263 EN385 PY519
23CA87543,CH217 EN412 EN456 HI589 HI676
23CA87639,BI715 CA660 CH292 HI637 HI912
23CA87809,EN489 EN639 EN666
23CA87902,BI864 EN701 EN834
23CA87979,CA032 CA453
23CA88170,BI252 BI318 CH924 CH947
23CA88222,MA980 MA999
23CA88412,CH402 EN639 HI593 ST827
23CA88519,GO216 PY519
23CA88655,EN448 HI589 HI620 PY903
23CA88742,EN456 PY519
23CA88992,EN263 EN385
