courseId,Room1,Room2,Room3,Room4,Room5,Room6,Room7,Room8,Room9,Room10,Room11,Room12,Room13,Room14,Room15,Room16,Room17,Room18,Room19,Room20,Room21,Room22,Room23,Room24,Room25
BI326,4,3,1,1,2,4,1,3,3,2,4,4,3,2,1,1,3,1,1,4,3,2,3,2,4
BI334,3,4,3,3,3,3,4,1,1,3,4,2,5,2,3,2,4,4,4,3,5,5,2,3,4
BI451,4,1,1,4,5,0,3,2,3,1,2,2,3,2,0,2,3,5,5,4,3,5,4,3,3
BI480,5,5,3,4,5,0,3,4,0,4,4,4,4,5,0,2,4,4,3,1,3,2,2,3,3
BI483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,2,3,2,4,4,3
BI484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,2,5,3,3,3
BI498,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,4,3,5,1,5,4,5,1
BI506,4,0,3,3,0,2,3,1,4,4,2,3,2,2,3,2,3,3,1,3,3,4,3,3,3
BI534,2,0,0,0,3,2,1,3,0,2,2,3,2,5,4,3,3,5,4,3,1,3,3,3,4
BI536,5,3,1,2,3,0,3,3,0,4,4,4,3,2,3,2,2,3,1,2,3,3,3,3,5
BI541,3,4,3,3,3,3,5,2,5,2,2,4,3,3,3,4,3,4,3,3,5,3,1,1,4
BI543,1,0,2,1,0,3,3,4,3,2,5,3,3,2,2,4,1,3,3,1,2,1,5,4,4
BI555,0,0,0,0,0,0,0,0,0,4,3,3,3,3,1,4,5,3,3,2,3,3,3,4,5
BI558,0,0,0,0,0,0,0,0,0,2,3,4,3,5,2,4,5,5,2,2,3,4,1,4,3
BI586,3,0,0,0,0,0,3,0,0,3,5,1,0,4,2,3,3,5,3,4,2,3,2,3,4
BI614,2,0,0,0,3,3,3,3,0,3,2,2,2,3,3,3,3,3,4,4,3,3,5,3,4
BI617,3,0,3,4,0,0,3,1,0,4,1,5,3,4,5,3,3,3,4,3,5,2,5,3,4
BI653,2,3,2,3,1,2,3,3,3,5,5,4,3,3,2,3,3,3,3,4,3,1,2,4,3
BI672,3,0,0,0,3,0,5,3,0,4,3,4,4,3,4,3,3,4,3,3,1,5,3,4,1
BI676,2,0,1,3,0,3,2,3,4,3,3,3,3,2,3,1,3,3,3,1,5,3,3,2,4
BI716,0,0,0,0,0,0,0,0,0,4,4,3,3,3,2,2,2,2,2,3,3,1,3,2,3
BI718,0,0,0,0,0,0,0,0,0,4,4,3,0,3,4,3,3,3,2,1,2,2,3,2,3
BI721,0,0,0,0,0,0,0,0,0,4,4,3,5,3,3,5,5,2,4,2,3,3,3,3,2
BI730,0,0,0,0,0,0,0,0,0,4,2,5,0,3,3,2,3,2,3,3,3,3,5,3,3
BI731,0,0,0,0,0,0,0,0,0,2,2,3,2,3,3,3,1,2,3,3,2,4,3,3,3
BI745,0,0,0,0,0,0,0,0,0,4,1,1,0,5,3,5,2,5,3,5,4,2,2,3,1
BI778,0,0,0,0,0,0,0,0,0,4,2,3,0,4,3,4,1,2,1,2,4,3,2,5,2
BI787,0,0,0,0,0,0,0,0,0,1,3,5,5,2,2,1,4,3,3,3,4,2,1,4,3
BI793,0,0,0,0,0,0,0,0,0,4,3,5,4,2,4,3,3,2,3,2,1,5,3,2,3
BI802,3,3,2,3,3,0,2,5,4,2,3,4,5,3,0,1,5,3,2,2,3,3,4,3,3
BI832,2,2,2,3,4,3,2,4,3,5,3,4,4,3,3,4,2,2,4,5,3,5,3,4,2
BI887,3,1,4,3,2,0,5,3,5,3,4,2,2,5,0,1,2,3,3,4,1,5,2,4,1
BI931,4,0,0,0,4,0,2,3,0,3,3,4,4,1,2,3,1,2,1,3,3,3,3,3,2
BI976,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,3,3,1,3,3,2,2,5
BI990,3,0,0,0,0,0,2,1,0,3,4,4,3,1,0,3,2,3,4,2,4,4,4,2,4
BI999,3,0,0,0,4,2,1,3,0,4,4,2,2,3,1,3,3,1,2,3,3,1,3,4,1
CA009,5,3,1,4,2,1,5,4,4,3,3,3,3,1,4,3,2,3,4,5,3,2,3,4,2
CA021,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,4,4,1,3,3,3,2,2
CA046,0,0,0,0,0,0,0,0,0,3,5,1,4,3,0,4,3,3,2,3,3,5,2,3,4
CA056,3,0,0,0,5,0,2,1,0,3,2,5,2,3,4,3,3,2,5,3,5,4,4,5,3
CA102,3,3,3,3,3,0,2,4,2,2,3,4,3,3,0,3,2,2,5,3,4,3,3,2,2
CA119,0,0,0,0,0,0,0,0,0,5,2,3,3,3,2,4,1,4,3,2,1,4,2,1,3
CA124,3,3,3,4,3,5,4,3,3,5,4,4,4,3,3,3,1,4,1,2,5,3,5,3,3
CA142,5,0,0,3,0,0,3,0,0,3,3,2,0,3,0,3,4,4,3,2,3,3,3,3,4
CA166,4,0,3,2,0,0,3,3,0,2,4,2,3,3,0,4,2,2,2,3,4,3,3,3,3
CA186,5,0,0,0,0,0,3,0,0,5,3,4,0,3,3,1,4,3,4,1,2,4,5,5,4
CA198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
CA203,0,0,0,0,0,0,0,0,0,5,3,3,1,2,3,3,4,2,3,3,3,3,2,1,3
CA215,1,2,0,1,2,0,3,0,0,3,4,2,0,1,3,2,2,3,2,3,3,3,2,3,5
CA233,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,2,3,1,5,3,1,3,2,4
CA286,3,2,1,4,4,1,3,4,2,2,3,2,3,4,3,3,1,3,3,5,4,2,3,4,2
CA302,3,3,2,2,1,0,5,3,0,3,2,3,4,4,3,3,4,2,1,3,3,5,1,3,4
CA360,4,3,4,2,5,1,5,3,5,1,3,2,3,5,4,3,1,5,3,4,4,3,3,4,3
CA370,1,0,0,3,0,0,3,0,0,2,3,3,0,3,5,4,4,4,2,3,5,3,4,2,4
CA400,5,1,5,3,1,3,1,3,4,5,4,5,5,4,3,4,2,3,3,3,5,1,2,4,3
CA418,3,4,1,5,3,3,2,3,0,3,4,1,3,3,4,3,2,2,3,2,4,4,3,3,3
CA444,3,0,0,0,1,3,2,2,0,3,5,4,4,2,4,3,5,3,1,5,3,3,1,3,3
CA490,5,0,3,4,0,5,3,3,4,3,3,2,4,3,5,3,1,3,3,3,5,3,4,3,4
CA505,2,0,0,0,1,0,3,3,0,2,2,4,4,3,0,3,2,2,2,3,3,2,2,4,3
CA530,2,0,4,5,0,0,2,4,0,2,3,2,3,3,4,5,2,3,3,4,4,3,5,3,4
CA537,4,3,4,3,5,3,3,2,0,4,5,4,4,3,4,1,3,3,1,2,2,3,4,3,5
CA548,4,3,2,4,2,0,3,3,0,5,5,2,1,1,0,4,3,4,4,4,4,2,3,5,1
CA550,1,3,3,3,2,5,3,3,0,3,5,4,4,3,2,3,4,5,1,3,5,4,1,3,5
CA561,2,0,0,0,5,4,4,2,0,5,3,1,4,4,5,3,2,2,3,3,5,5,4,3,4
CA595,2,3,0,4,4,0,3,0,0,3,1,2,0,1,3,5,2,3,3,5,3,3,4,2,3
CA600,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,4,4,1,3,5,2,3
CA618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,4,1,3,1,3
CA666,3,0,3,3,0,3,3,2,1,5,3,3,2,3,2,2,5,2,5,3,3,4,3,3,2
CA689,5,0,0,0,0,3,3,2,0,3,2,5,4,1,3,5,3,3,5,3,3,4,4,2,3
CA694,2,1,2,2,2,3,3,4,4,1,3,2,3,3,2,4,2,1,4,4,4,4,2,4,3
CA722,3,0,3,4,0,0,5,3,0,2,1,2,3,5,3,2,3,3,4,3,2,2,4,3,2
CA736,4,1,3,2,4,0,3,5,0,2,2,4,3,3,3,2,2,2,4,5,4,4,2,1,2
CA741,3,0,0,0,1,3,4,3,0,2,4,3,3,2,2,2,3,1,1,2,3,4,4,2,4
CA743,0,0,0,0,0,0,0,0,0,2,4,3,4,4,3,2,3,1,1,4,1,3,3,4,3
CA771,0,0,0,0,0,0,0,0,0,3,5,3,4,3,4,3,3,3,2,1,3,3,3,3,3
CA820,3,3,3,1,3,0,3,3,2,3,2,3,4,1,0,3,5,1,3,3,3,4,3,3,5
CA842,2,3,5,3,2,0,3,3,0,5,3,2,3,1,0,2,3,3,3,2,2,3,3,3,5
CA843,3,5,1,3,3,0,3,3,0,3,2,3,3,3,0,1,2,2,2,4,1,5,3,3,3
CA845,4,0,0,0,2,0,4,0,0,4,3,4,0,1,4,2,1,3,3,5,4,2,4,4,4
CA846,1,3,3,3,3,3,4,3,2,2,2,1,4,2,5,5,4,2,5,5,2,4,5,3,3
CA867,2,0,1,3,0,0,2,3,3,3,3,3,3,1,0,1,3,3,2,3,2,4,3,2,5
CA868,2,4,0,4,2,0,3,0,0,2,3,1,0,3,0,4,1,4,2,2,3,3,3,3,4
CA893,2,0,0,0,2,3,3,4,0,2,4,2,5,3,3,3,3,3,5,5,2,3,3,1,4
CA897,5,1,0,3,2,0,3,0,0,4,2,4,0,3,3,2,3,2,3,2,3,2,3,1,4
CA901,3,3,3,2,3,0,2,2,0,3,3,2,5,4,0,1,3,5,5,2,1,3,4,4,2
CA905,4,0,0,0,3,0,3,0,0,5,4,3,0,3,2,2,3,5,2,4,3,3,3,4,4
CA923,3,3,2,3,2,1,3,4,3,3,1,3,3,3,3,4,1,3,3,4,3,1,4,3,4
CA942,1,3,2,5,3,3,2,4,0,2,5,1,3,1,3,4,3,2,1,2,3,3,3,3,3
CA980,2,3,2,1,5,3,3,3,3,2,2,3,3,2,4,5,4,3,3,2,1,3,1,4,2
CA986,2,5,1,3,2,0,3,2,0,2,3,2,1,3,4,2,4,4,1,4,2,3,2,1,2
CA988,3,0,0,0,0,4,3,3,0,5,2,4,1,3,2,2,1,4,3,3,3,1,1,2,2
CH000,2,3,0,3,3,0,1,0,0,3,3,3,0,4,3,3,5,5,4,2,1,3,3,2,1
CH070,2,2,5,3,3,0,4,3,5,2,5,3,5,2,0,3,5,5,3,4,2,3,5,2,1
CH101,0,0,0,0,0,0,0,0,0,1,4,2,1,4,3,4,2,3,3,2,3,1,4,1,5
CH123,0,0,0,0,0,0,0,0,0,3,3,2,3,3,3,5,1,1,3,3,4,2,4,4,3
CH162,0,0,0,0,0,0,0,0,0,5,2,3,3,4,2,2,2,3,4,2,4,3,3,3,1
CH169,0,0,0,0,0,0,0,0,0,3,4,4,3,3,4,3,3,3,1,3,3,4,2,2,3
CH179,4,3,3,3,2,3,2,1,4,5,2,3,5,3,3,4,3,5,2,3,1,3,3,2,5
CH197,0,0,0,0,0,0,0,0,0,2,3,3,3,1,2,3,4,1,3,3,2,3,2,3,3
CH204,0,0,0,0,0,0,0,0,0,3,1,1,0,4,0,3,5,2,3,4,3,4,3,3,2
CH222,0,0,0,0,0,0,0,0,0,2,3,3,3,4,5,4,2,3,2,2,5,4,3,3,3
CH234,0,0,0,0,0,0,0,0,0,3,3,4,3,3,4,4,3,1,4,1,1,5,3,3,3
CH240,2,0,0,0,4,3,5,3,0,2,3,4,2,3,5,1,2,3,4,3,5,3,2,4,5
CH260,5,3,2,3,3,4,3,4,2,5,5,2,3,4,1,2,4,3,3,3,5,4,2,3,2
CH274,3,0,0,0,3,3,4,4,0,3,1,3,5,5,3,2,3,2,3,4,3,4,4,5,4
CH282,3,0,0,0,2,3,3,4,0,2,3,4,1,2,5,3,3,1,5,4,4,5,4,1,4
CH303,3,0,1,3,0,3,2,4,0,2,3,2,5,3,4,3,3,2,3,2,5,2,5,2,2
CH336,5,1,4,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,4,3,3
CH355,4,0,0,0,4,5,5,3,0,1,4,3,5,5,2,2,1,4,2,5,4,2,1,3,2
CH357,4,2,3,3,3,4,3,5,5,3,2,3,2,3,4,3,2,1,3,2,4,4,3,3,2
CH371,2,4,3,4,5,3,3,5,5,3,5,4,4,2,3,3,3,4,3,3,5,4,2,4,4
CH375,2,2,2,5,2,4,3,1,2,4,3,4,3,3,1,3,2,2,4,1,5,2,2,3,2
CH424,5,4,3,4,3,0,3,3,0,2,2,5,1,4,0,3,2,1,1,2,2,3,1,4,4
CH469,2,0,2,5,0,3,2,4,0,1,4,2,4,4,3,2,3,4,5,4,1,4,1,4,1
CH471,5,5,3,3,3,0,3,3,0,2,5,3,5,3,3,2,2,1,3,4,4,4,5,2,2
CH507,0,0,0,0,0,0,0,0,0,1,4,2,2,4,3,3,3,2,4,2,3,3,2,1,3
CH539,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,3,2,3,2,3,5,5,3,4,2
CH563,0,0,0,0,0,0,0,0,0,3,3,2,0,3,2,1,4,2,5,3,4,3,5,2,2
CH580,2,4,2,3,3,4,2,4,2,5,4,2,4,5,1,3,5,3,3,1,3,5,4,3,3
CH588,3,4,3,3,3,3,1,3,5,2,2,3,3,3,3,3,4,4,2,4,3,2,3,3,4
CH595,5,0,1,5,0,2,2,2,0,4,3,2,2,3,3,2,3,2,4,3,2,4,3,2,2
CH596,3,3,1,3,3,3,3,2,3,4,3,2,3,1,1,3,3,5,3,2,3,4,3,3,4
CH625,3,0,0,0,3,2,3,4,0,1,2,2,3,2,1,1,3,2,1,3,2,3,2,4,4
CH662,4,3,4,3,4,2,3,3,0,4,3,3,3,3,3,2,3,3,3,2,1,3,3,5,3
CH667,3,3,4,3,3,0,3,4,4,3,3,2,4,5,0,1,4,3,3,4,3,2,4,3,3
CH673,4,2,3,2,4,4,5,2,5,4,5,3,4,3,1,2,3,4,1,3,3,3,3,3,5
CH723,0,0,0,0,0,0,0,0,0,5,4,3,2,4,4,3,4,3,2,3,3,3,3,4,3
CH739,1,0,0,0,3,3,3,3,0,3,3,1,3,3,2,3,3,1,5,3,2,2,3,3,5
CH760,4,0,2,5,0,0,4,3,3,3,4,3,2,1,0,4,3,3,2,3,1,4,3,4,2
CH778,3,2,3,3,4,3,3,3,4,4,5,5,4,3,3,5,2,2,2,4,4,2,5,3,3
CH797,3,0,0,0,4,3,3,3,0,2,4,4,2,1,5,2,3,3,3,4,4,3,2,1,3
CH803,3,3,0,3,4,0,2,0,0,2,1,3,0,4,0,4,4,4,1,2,4,2,3,4,3
CH816,0,0,0,0,0,0,0,0,0,3,5,4,0,5,0,4,5,3,2,4,3,2,1,3,3
CH817,0,0,0,0,0,0,0,0,0,2,4,2,2,4,2,3,3,4,3,3,4,4,5,2,3
CH826,5,3,0,5,4,0,5,0,0,3,3,3,0,1,2,3,2,4,3,3,4,3,3,3,4
CH845,0,0,0,0,0,0,0,0,0,2,5,3,2,3,4,4,5,3,3,2,2,2,4,4,1
CH880,3,3,3,1,3,3,3,5,0,4,4,4,3,5,1,2,2,1,5,1,2,3,2,4,3
CH914,2,3,2,4,3,0,3,3,3,2,4,2,1,4,0,4,2,2,3,3,4,4,5,1,1
CH943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CH950,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,3,2,4,2,3,3,3
CH968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,2,3,3,3,4
CH970,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1,3,5,3,3,3,1,2,2
CH991,3,3,4,3,4,3,4,3,4,5,3,2,1,5,4,3,3,2,1,3,3,2,2,4,4
CH992,3,0,4,3,0,1,4,3,0,5,2,3,1,5,5,4,5,2,5,3,3,3,2,5,4
EN006,5,3,4,3,1,4,3,2,4,3,4,4,5,2,3,3,3,3,4,2,3,4,3,5,3
EN007,2,1,3,3,1,5,2,3,2,3,2,1,2,4,4,5,5,4,5,3,1,2,5,1,3
EN013,4,1,5,3,2,1,4,3,3,3,3,5,3,3,3,3,4,4,4,1,3,4,3,3,3
EN049,5,3,5,4,4,3,1,1,3,3,3,3,4,3,2,3,5,3,3,3,1,3,3,3,3
EN069,3,4,4,2,3,1,1,5,3,2,4,1,3,3,3,3,4,4,1,2,5,5,4,3,4
EN078,2,1,0,5,3,0,2,0,0,5,3,2,0,5,1,3,5,2,4,2,3,3,3,4,3
EN083,3,3,2,3,5,3,3,2,5,2,5,4,3,2,3,2,3,1,1,3,3,3,3,1,2
EN088,4,4,4,2,5,0,5,3,0,5,2,2,2,3,0,5,3,3,3,3,4,3,3,3,4
EN153,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,5,1,4,2,3,2,1,2
EN154,0,0,0,0,0,0,0,0,0,3,5,4,2,3,3,3,3,3,4,3,4,3,5,3,4
EN161,0,0,0,0,0,0,0,0,0,3,3,4,3,4,5,1,3,4,1,2,1,4,3,4,3
EN163,3,5,2,3,5,4,2,2,3,1,3,2,3,3,1,3,3,4,3,5,3,5,2,4,3
EN166,0,0,0,0,0,0,0,0,0,5,5,2,2,2,1,3,3,2,1,2,3,1,1,3,2
EN184,5,3,4,2,3,4,3,5,5,4,3,5,2,4,1,3,1,3,2,3,3,3,3,5,3
EN240,1,3,1,4,5,0,4,4,0,4,5,3,1,3,4,1,4,5,2,4,3,4,1,1,2
EN275,4,4,0,5,3,0,5,0,0,5,4,3,0,2,2,5,3,3,2,3,3,4,2,4,4
EN324,4,3,3,3,3,3,2,4,3,1,3,2,2,3,1,2,3,3,2,3,4,5,3,3,3
EN356,4,2,3,4,5,0,1,3,0,3,5,2,4,3,2,3,3,5,4,2,1,3,3,2,4
EN380,3,3,1,1,2,0,4,1,0,4,2,2,2,1,0,3,5,2,5,3,4,3,2,5,3
EN396,5,0,2,2,0,0,3,3,0,3,1,3,3,4,3,3,2,4,1,3,4,4,3,4,3
EN403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,5,4,2,3,2,4,2
EN455,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,3,3,2,2,3,1,4,1
EN466,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,1,3,1,3,3,3
EN469,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,4,1,1,3,3,3,1,1
EN477,0,0,0,0,0,0,0,0,0,5,3,3,3,4,0,4,3,3,2,3,3,1,2,4,3
EN484,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,3,3,3,4,3,3,3,1
EN504,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,2,3,3,2,4,4,3
EN507,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,2,5,1,1,3,3,3,4,2
EN515,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,4,3,1,2,4,1,2
EN548,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,2,2,3,2,4,1,3,4
EN553,4,3,3,3,2,0,3,3,0,1,4,2,2,2,3,2,4,3,3,3,2,2,3,3,3
EN582,3,0,3,2,0,5,4,1,0,3,2,5,3,1,5,5,3,2,3,2,2,4,1,4,1
EN653,5,4,1,5,4,2,3,3,0,3,3,3,3,5,4,3,4,2,2,3,1,1,3,2,4
EN674,5,3,5,5,3,4,1,1,0,2,5,2,3,3,3,2,5,4,1,1,1,5,4,5,3
EN692,0,0,0,0,0,0,0,0,0,1,4,3,3,5,5,2,3,5,3,3,3,1,3,3,3
EN703,1,2,5,3,3,3,3,4,3,2,1,3,3,4,3,3,4,1,3,3,1,3,4,2,3
EN729,3,3,5,3,5,2,3,3,2,3,2,3,3,3,3,3,2,3,3,1,3,3,5,3,4
EN741,3,3,2,5,2,3,3,3,4,4,2,4,2,3,4,5,3,1,1,2,3,4,3,3,4
EN747,3,5,0,3,1,0,4,0,0,4,4,2,0,2,4,5,3,4,4,4,3,3,4,2,4
EN755,3,3,1,5,3,0,3,4,4,5,3,4,4,3,0,5,5,4,2,4,3,3,3,3,4
EN791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,3,2,1,3
EN807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,2,1,3
EN852,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,3,2,3,3,5,4,3,3
EN859,0,0,0,0,0,0,0,0,0,4,4,3,4,5,3,3,3,2,4,4,2,4,4,4,3
EN860,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,3,4,3,3,5,3,1,1
EN891,3,4,0,2,4,0,3,0,0,3,3,4,0,4,3,3,5,2,1,2,4,3,2,3,1
EN897,0,0,0,0,0,0,0,0,0,3,5,3,0,1,3,1,3,1,3,3,3,3,2,4,2
EN901,0,0,0,0,0,0,0,0,0,2,2,3,5,4,3,3,4,4,2,3,2,2,1,4,4
EN938,3,4,3,1,2,4,4,2,3,3,3,4,3,3,1,3,5,4,4,3,4,5,5,3,3
EN979,1,3,0,4,5,0,4,0,0,4,3,3,0,1,1,3,1,2,3,3,3,3,2,3,1
EN995,2,3,3,3,2,3,3,3,4,2,3,3,5,3,2,2,2,4,4,4,3,3,2,2,4
EN996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,4,3
GO015,0,0,0,0,0,0,0,0,0,1,4,1,3,3,4,3,5,4,3,2,3,3,4,3,1
GO020,0,0,0,0,0,0,0,0,0,3,1,1,2,5,3,2,3,2,2,2,3,3,4,5,2
GO021,3,0,0,0,2,3,3,1,0,3,1,3,3,4,4,3,3,1,2,3,4,2,4,3,5
GO023,3,0,0,3,0,0,4,0,0,3,3,3,0,2,0,4,3,1,2,5,3,3,3,3,3
GO070,0,0,0,0,0,0,0,0,0,4,4,1,4,3,3,4,5,2,3,5,3,4,5,3,3
GO073,2,0,4,5,0,1,2,3,3,4,4,3,3,2,4,3,1,3,3,1,4,1,3,5,5
GO079,5,4,4,4,1,4,3,3,5,3,2,1,3,2,5,4,3,2,2,3,2,4,1,3,3
GO126,3,1,4,2,1,1,3,4,5,5,4,5,5,5,3,5,2,2,3,3,1,2,2,2,3
GO157,2,3,0,4,3,0,3,0,0,3,1,4,0,4,3,4,3,4,1,3,3,4,3,1,1
GO160,2,0,2,3,0,4,4,3,3,4,3,3,3,3,2,4,3,2,4,4,3,4,4,3,4
GO161,2,2,0,3,2,0,1,0,0,3,2,3,0,5,4,3,4,1,2,3,2,3,3,3,1
GO177,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,5,3,2,2,5,3,1,1,2
GO181,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,5,1,4,2,2,4,3,2,3
GO246,0,0,0,0,0,0,0,0,0,3,4,5,2,3,3,2,1,1,2,3,1,3,5,1,4
GO275,3,0,0,2,0,0,3,0,0,3,4,1,0,3,3,3,4,1,2,3,3,3,2,4,4
GO289,2,0,0,0,3,3,1,3,0,4,3,2,3,2,5,2,3,3,3,4,4,1,4,3,1
GO295,3,4,4,3,2,2,3,4,2,4,3,1,2,3,3,3,5,3,2,3,3,4,3,3,3
GO297,3,2,5,3,3,3,5,2,3,3,4,1,1,3,2,4,4,3,4,2,3,3,3,4,2
GO303,1,0,3,1,0,2,4,3,3,2,3,5,4,3,2,2,3,3,4,1,3,4,5,5,1
GO305,3,3,0,3,3,0,3,0,0,4,3,2,0,2,3,5,4,4,2,4,2,2,3,4,2
GO308,1,4,2,1,1,0,4,3,3,3,3,3,2,3,0,3,2,5,4,4,2,2,3,3,2
GO309,5,0,5,5,0,0,2,3,4,3,3,5,5,3,0,5,3,3,4,5,3,4,3,3,3
GO334,0,0,0,0,0,0,0,0,0,3,2,1,4,2,4,2,3,4,2,4,3,3,5,4,5
GO398,3,3,0,4,5,0,3,0,0,4,3,5,0,3,3,2,3,3,4,3,4,4,2,3,1
GO413,1,3,2,3,3,5,4,3,5,3,2,4,3,2,3,3,1,2,4,3,2,4,3,3,3
GO416,3,2,4,4,1,5,4,2,2,4,3,3,4,3,4,4,3,2,2,3,3,3,3,2,3
GO453,3,3,0,3,2,0,4,0,0,2,3,1,0,2,4,4,2,4,4,5,5,2,1,5,2
GO471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,3,4,2,2
GO476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,4,3,2,4
GO510,3,3,2,5,4,0,3,4,5,5,4,3,4,3,0,3,4,5,4,3,3,3,3,1,3
GO541,2,0,5,3,0,0,1,2,0,3,3,4,2,3,0,3,3,3,2,2,2,4,4,5,5
GO582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,2,3,4,4
GO585,2,3,3,1,4,0,2,3,0,5,3,3,5,3,0,3,3,4,5,3,5,2,3,4,4
GO586,2,3,3,3,3,3,1,3,3,2,1,3,3,5,4,2,5,2,4,2,3,3,3,3,3
GO598,1,3,0,2,3,0,1,0,0,2,4,3,0,2,1,4,4,4,3,3,5,4,3,3,3
GO604,3,0,2,3,0,5,4,4,3,3,4,3,5,1,2,1,2,2,4,3,3,1,1,3,2
GO605,3,3,4,3,4,0,3,5,3,2,5,2,4,4,0,3,4,2,4,1,3,3,4,4,2
GO678,4,3,3,3,3,0,3,3,0,3,3,3,3,3,4,2,4,3,2,4,4,3,2,5,2
GO707,5,0,3,3,0,3,5,3,4,4,3,5,3,3,3,3,3,2,4,3,4,5,3,1,1
GO711,5,3,4,5,4,4,2,4,1,2,1,4,3,4,4,2,1,5,1,4,1,5,1,2,5
GO751,4,0,2,3,0,3,4,2,4,1,2,3,5,3,3,2,4,3,3,3,3,2,5,2,4
