courseId,numStudents,computers,projector,whiteboard,internet,audio,printer,backup-power
BI315,18,0,0,0,1,0,0,0
BI316,14,0,0,0,0,0,1,0
BI317,19,0,0,1,0,0,0,1
BI319,18,0,1,0,0,0,1,1
BI321,16,0,1,0,0,0,0,0
BI322,18,1,0,0,0,0,0,0
BI327,19,0,1,0,0,1,0,1
BI335,38,0,0,1,0,0,0,1
BI336,16,0,0,0,1,0,0,1
BI337,11,0,1,0,0,1,0,0
BI338,15,0,0,1,0,0,0,1
BI343,12,0,0,0,0,1,1,0
BI345,13,0,1,0,0,1,0,0
BI346,8,1,0,0,0,1,0,0
BI349,12,0,1,0,0,0,0,0
BI350,20,0,1,0,0,0,0,0
BI360,19,0,0,1,0,0,0,1
BI363,14,0,1,0,1,1,0,0
BI370,17,0,0,0,0,0,0,0
BI371,132,0,0,1,0,0,0,0
BI372,239,0,0,0,0,0,0,0
BI375,11,0,1,0,0,0,0,0
BI379,9,0,0,0,0,0,1,1
BI381,11,0,0,1,0,0,0,0
BI387,12,0,0,0,1,0,0,0
BI389,13,0,0,0,1,0,0,0
BI395,12,0,0,1,0,1,1,1
BI402,199,0,0,0,1,0,0,0
BI406,194,0,0,0,0,0,0,0
BI409,165,1,0,1,0,0,0,0
BI412,47,0,1,0,0,0,0,0
BI413,11,0,0,0,1,0,0,1
BI415,14,0,0,1,0,1,0,0
BI416,16,0,1,0,0,0,0,0
BI417,75,0,0,0,0,0,0,1
BI419,15,0,1,1,0,0,0,0
BI425,21,0,0,1,0,0,1,0
BI440,48,1,1,0,1,0,0,0
BI446,15,1,0,0,0,0,0,0
BI450,17,0,0,0,0,0,0,0
BI451,18,1,0,0,0,0,0,0
BI457,19,1,1,0,0,0,0,1
BI463,30,0,0,0,0,0,1,0
BI472,48,1,0,0,0,0,1,0
BI475,9,0,0,0,0,0,0,0
BI485,11,1,0,0,0,1,0,0
BI487,13,1,0,0,0,0,0,0
BI496,11,0,0,0,0,0,0,0
BI501,16,0,1,0,0,1,0,0
BI502,45,0,0,0,0,0,0,0
BI518,29,0,0,0,1,0,0,0
BI521,40,1,0,0,0,0,0,0
BI524,26,1,0,0,0,0,0,0
BI526,19,0,0,1,0,0,0,0
BI533,15,0,0,0,0,0,0,0
BI535,16,0,0,1,1,0,0,0
BI536,46,0,0,0,0,0,0,0
BI538,7,0,0,0,0,1,0,1
BI544,30,0,1,1,0,0,0,0
BI545,4,1,1,0,0,0,0,1
BI547,4,0,0,0,1,1,0,0
BI548,8,0,1,0,0,0,1,0
BI558,59,0,0,0,0,0,0,0
BI560,73,0,0,0,0,1,0,0
BI563,109,1,0,0,0,0,0,0
BI564,61,1,0,0,1,0,1,0
BI570,165,0,0,0,0,0,0,1
BI572,20,0,0,1,0,0,1,0
BI586,21,0,0,0,0,0,0,0
BI591,12,0,0,0,0,0,1,0
BI594,40,0,0,1,0,0,0,1
BI596,79,0,0,0,0,0,0,1
BI598,6,0,0,0,0,0,1,0
BI601,47,0,0,0,0,0,1,0
BI604,43,0,1,0,0,0,0,0
BI610,14,1,1,0,1,0,0,0
BI614,56,0,0,0,0,0,0,0
BI618,63,0,1,1,0,0,0,0
BI621,45,0,0,0,0,0,0,0
BI624,30,1,0,0,0,0,1,0
BI626,20,0,0,0,0,1,0,0
BI628,10,0,0,0,1,0,0,0
BI629,26,0,1,1,0,1,0,1
BI630,2,0,0,0,0,0,0,0
BI636,32,0,0,0,0,0,0,0
BI637,14,0,0,1,0,1,0,0
BI641,9,0,0,0,0,0,0,0
BI642,7,0,1,0,0,0,0,0
BI645,1,0,0,0,0,1,0,0
BI646,8,0,0,1,0,1,1,0
BI647,3,1,0,0,0,1,1,1
BI648,2,0,0,1,0,0,0,0
BI659,30,0,0,0,0,0,0,0
BI661,8,0,0,0,0,0,0,0
BI663,14,0,0,1,0,0,0,0
BI666,6,0,0,0,0,1,0,0
BI670,30,0,1,0,0,0,0,0
BI672,36,0,1,0,0,0,0,0
BI676,12,0,0,0,0,0,0,0
BI680,12,0,0,0,0,0,0,1
BI683,12,0,0,0,0,1,1,0
BI685,9,0,0,0,0,0,0,1
BI687,57,0,0,0,0,0,1,0
BI695,173,1,0,0,1,1,0,1
BI697,10,0,0,0,0,0,0,0
BI704,18,0,0,0,0,0,0,0
BI709,28,0,0,1,0,0,0,0
BI711,14,1,0,0,0,0,0,0
BI712,18,1,0,0,0,0,0,0
BI723,7,0,0,1,0,1,0,0
BI735,9,0,0,0,0,0,0,0
BI736,16,1,0,1,0,1,1,1
BI738,6,0,0,0,0,1,0,0
BI743,55,0,0,0,0,0,0,0
BI744,16,0,0,0,0,0,0,0
BI746,21,0,0,0,0,0,0,1
BI747,37,1,1,0,0,0,0,0
BI749,39,1,0,0,0,1,0,0
BI760,115,0,0,0,0,0,0,0
BI766,52,0,0,0,0,0,0,0
BI768,18,0,0,0,0,0,0,0
BI769,36,0,0,0,0,0,0,0
BI770,123,1,0,0,1,0,1,0
BI772,59,1,0,0,1,0,0,0
BI781,30,0,1,1,0,0,0,0
BI783,2,0,0,0,0,0,1,0
BI792,54,0,0,1,0,0,0,0
BI797,54,0,1,0,0,0,0,1
BI802,3,1,0,0,0,0,0,1
BI807,17,0,1,0,0,0,0,0
BI811,14,0,0,0,1,0,1,0
BI812,11,0,1,0,0,0,0,0
BI814,29,0,0,0,0,1,0,0
BI815,81,0,0,0,0,0,0,0
BI816,32,0,0,0,1,0,1,0
BI818,15,0,0,0,0,1,0,1
BI820,46,0,0,0,0,1,0,1
BI830,9,0,0,0,0,0,1,0
BI833,24,0,0,1,1,0,0,0
BI841,10,0,0,0,0,0,0,1
BI845,29,0,0,0,1,0,0,1
BI846,12,0,0,0,0,1,0,1
BI851,49,0,1,0,0,0,0,0
BI853,4,0,0,0,0,0,0,0
BI861,7,1,1,0,0,0,0,0
BI864,59,0,0,0,0,0,0,0
BI868,41,0,0,0,1,0,0,0
BI873,90,0,0,1,0,1,0,0
BI875,15,0,0,1,0,0,0,1
BI876,55,0,0,0,0,0,1,1
BI879,31,0,0,0,0,0,0,0
BI880,38,1,0,0,0,0,1,1
BI882,76,0,1,0,0,0,0,0
BI883,39,1,0,0,0,1,0,1
BI890,17,0,0,0,0,0,0,0
BI892,29,0,0,1,1,1,0,0
BI893,11,0,0,0,0,0,0,0
BI895,3,0,0,0,1,0,0,0
BI903,42,0,0,0,0,0,1,0
BI905,10,0,0,0,0,0,0,0
BI906,9,0,0,0,0,1,0,1
BI907,23,0,0,1,0,0,1,0
BI915,8,0,1,0,1,0,1,0
BI917,28,0,1,0,0,0,1,0
BI918,17,0,0,0,0,1,0,0
BI919,42,1,0,0,1,0,0,0
BI920,8,1,0,0,0,0,0,0
BI921,20,1,1,0,0,0,0,0
BI926,6,0,0,0,0,0,0,0
BI929,3,0,0,1,1,0,0,0
BI930,232,1,0,0,0,1,0,0
BI931,110,0,0,0,0,0,0,0
BI935,6,1,0,0,0,0,0,1
BI936,35,1,0,0,1,0,0,0
BI946,17,1,0,0,0,0,0,0
BI952,54,0,0,0,0,0,1,1
BI953,11,0,0,0,0,1,0,0
BI955,88,1,0,0,1,1,0,0
BI959,17,0,0,0,1,1,0,1
BI961,10,0,0,1,1,1,0,0
BI964,20,0,1,0,0,0,0,0
BI967,8,1,0,0,0,0,1,1
BI970,12,0,0,0,0,0,0,1
BI972,17,0,0,1,1,0,0,0
BI981,6,0,0,0,0,0,0,0
BI985,272,0,0,0,0,0,0,1
BI986,18,1,0,0,0,0,1,0
BI989,50,0,1,0,0,1,0,0
BI990,49,0,0,0,0,0,0,0
BI991,48,1,0,0,0,1,0,0
BI993,51,0,0,0,0,0,0,1
BI994,64,0,0,0,0,0,0,1
BI998,37,0,0,0,0,0,0,1
BI999,27,0,0,0,0,0,0,1
CA001,56,0,0,0,0,0,0,0
CA014,50,1,0,0,0,0,0,0
CA019,55,1,0,1,0,0,1,0
CA021,57,1,0,1,0,0,0,0
CA028,37,1,0,1,0,0,0,0
CA035,32,0,0,0,0,0,1,0
CA047,29,0,1,0,0,0,0,1
CA052,46,0,0,0,0,0,0,0
CA058,47,0,0,0,1,0,0,0
CA063,13,0,0,0,0,0,0,0
CA068,30,0,0,0,0,0,1,0
CA069,27,1,0,0,0,0,0,0
CA071,38,0,0,0,0,0,0,1
CA074,46,0,1,0,0,0,0,0
CA076,36,0,0,1,0,0,0,0
CA084,27,0,0,0,0,0,1,0
CA089,16,0,0,0,0,0,0,0
CA093,19,0,1,1,1,0,0,1
CA094,52,0,0,0,0,0,0,1
CA096,54,0,0,0,0,0,0,1
CA098,7,0,0,0,0,0,0,0
CA099,20,0,0,0,0,0,0,0
CA104,45,0,0,1,1,0,0,0
CA105,42,1,0,0,0,0,0,0
CA115,12,0,0,0,1,0,1,1
CA127,40,0,0,0,0,0,0,0
CA128,13,0,0,0,0,1,0,1
CA145,11,0,0,1,0,1,1,0
CA148,23,0,0,0,0,0,0,0
CA154,39,0,1,0,0,0,1,0
CA179,12,0,1,0,0,0,1,0
CA181,10,0,0,0,0,0,0,0
CA184,6,0,1,1,0,1,0,0
CA189,2,0,0,0,1,1,0,0
CA191,13,0,0,0,0,0,0,0
CA203,70,0,0,0,0,0,0,0
CA205,7,1,0,0,0,0,0,0
CA206,40,0,0,0,0,0,0,0
CA207,52,0,0,1,0,1,0,0
CA212,72,0,0,0,1,1,0,0
CA216,223,0,0,1,1,0,1,0
CA224,37,0,0,0,0,0,0,0
CA225,9,0,0,0,1,0,0,0
CA229,14,0,0,0,0,0,0,0
CA232,5,1,0,0,0,1,1,0
CA235,2,1,1,1,0,0,1,0
CA237,9,0,1,0,0,0,0,1
CA239,5,0,0,0,0,0,1,0
CA244,62,0,1,0,0,1,0,0
CA246,74,0,0,0,0,0,1,1
CA249,103,0,1,0,0,1,0,0
CA253,18,0,0,0,0,1,0,0
CA254,76,0,0,0,1,1,0,0
CA262,53,0,0,0,0,0,0,0
CA279,67,0,0,0,0,0,0,0
CA280,19,1,0,0,0,0,0,0
CA282,45,0,0,0,0,0,1,0
CA292,23,0,0,0,0,0,0,0
CA308,9,0,0,1,0,0,0,0
CA312,4,0,0,0,0,0,0,0
CA319,7,0,1,0,0,1,0,0
CA324,3,0,0,0,0,0,1,0
CA330,9,0,0,0,0,0,0,0
CA331,9,0,0,0,0,0,0,0
CA334,26,0,0,0,0,0,0,1
CA335,25,0,0,0,1,1,0,0
CA349,25,0,1,0,0,0,1,0
CA352,31,1,0,0,1,1,0,1
CA355,16,0,0,1,0,0,1,0
CA356,16,0,1,1,1,0,0,0
CA358,7,0,0,0,0,0,0,0
CA359,7,0,0,0,0,0,1,0
CA361,5,0,0,1,1,0,0,1
CA362,2,0,0,0,0,0,0,0
CA366,8,0,0,1,0,0,0,0
CA370,20,0,0,0,0,0,0,0
CA371,3,0,0,1,0,0,1,1
CA377,6,0,1,0,1,1,0,0
CA378,109,0,0,1,0,0,1,0
CA383,10,0,0,0,0,0,0,0
CA385,1,0,0,0,0,0,0,0
CA387,57,0,0,1,0,1,0,0
CA388,65,1,0,0,0,1,0,0
CA393,57,0,0,0,0,0,1,0
CA397,88,0,1,0,0,0,0,0
CA398,60,0,0,0,0,0,0,0
CA416,37,0,0,1,1,1,1,0
CA424,41,0,0,0,0,1,0,0
CA428,52,0,0,0,0,1,0,0
CA429,35,1,0,0,0,0,1,0
CA444,39,0,0,0,0,0,0,0
CA446,60,0,0,0,0,1,0,0
CA448,50,0,0,0,1,0,0,0
CA453,67,0,1,0,0,0,0,0
CA455,52,0,1,1,1,0,0,1
CA460,44,1,0,0,0,1,0,0
CA461,54,0,1,0,0,0,0,0
CA469,41,1,0,1,0,0,0,1
CA470,52,1,1,0,0,0,1,0
CA474,9,0,0,1,0,0,0,0
CA476,57,0,1,0,1,0,0,0
CA478,21,0,1,1,0,0,0,0
CA481,50,0,0,0,1,0,0,1
CA485,45,0,1,1,0,0,0,0
CA497,17,0,0,0,0,1,0,0
CA499,39,0,0,0,0,1,0,1
CA504,100,0,0,0,0,0,0,1
CA505,65,1,0,0,1,1,0,0
CA512,24,0,0,0,0,0,0,0
CA519,18,1,0,0,0,0,0,0
CA525,143,0,1,0,0,0,0,0
CA529,96,0,0,0,0,0,0,0
CA531,14,0,0,0,0,0,0,0
CA532,22,0,1,0,0,0,0,0
CA535,19,1,1,0,0,0,0,0
CA537,682,0,1,0,0,0,0,0
CA540,551,1,0,0,0,0,1,0
CA545,132,0,1,0,0,0,1,0
CA546,71,0,0,0,0,0,0,0
CA547,544,0,0,0,0,0,0,0
CA549,211,1,0,1,0,0,0,0
CA553,903,1,0,0,0,0,0,0
CA554,322,0,0,0,0,0,0,1
CA564,158,0,0,0,0,0,0,0
CA565,237,0,0,0,0,1,0,0
CA569,158,0,0,0,0,1,0,0
CA570,226,1,0,0,0,1,1,0
CA571,13,1,0,0,1,0,0,0
CA574,62,0,0,0,0,0,0,0
CA581,17,0,0,0,0,1,0,0
CA583,23,0,0,0,0,0,0,0
CA584,33,0,0,0,0,0,1,0
CA588,25,1,1,0,0,0,0,0
CA590,18,0,0,1,0,0,0,0
CA591,21,1,0,0,0,1,0,0
CA596,42,0,0,0,0,0,1,0
CA598,39,1,0,1,0,0,1,0
CA600,18,0,1,0,0,0,0,0
CA601,16,0,0,0,0,0,0,1
CA602,37,1,0,0,0,0,0,1
CA604,42,0,0,1,0,0,0,0
CA606,31,0,0,0,0,0,1,0
CA607,67,1,0,0,1,0,0,0
CA614,9,1,0,0,0,0,1,1
CA615,13,0,0,1,0,0,0,0
CA616,9,0,0,0,0,0,1,0
CA620,16,0,0,0,1,0,0,0
CA621,4,0,1,1,0,0,1,0
CA624,33,0,1,0,0,1,0,0
CA627,63,0,0,0,0,1,0,0
CA629,96,0,0,0,0,0,0,0
CA635,1,0,0,0,1,0,0,0
CA639,11,0,0,1,0,0,0,1
CA640,17,0,0,0,0,0,1,0
CA645,21,0,1,1,1,0,0,1
CA652,1,0,1,0,0,1,0,0
CA653,144,0,0,0,0,0,0,0
CA658,58,0,0,1,0,1,1,0
CA661,52,1,0,0,0,0,0,0
CA662,153,0,0,0,0,0,0,0
CA663,93,0,0,0,0,0,0,0
CA669,66,0,0,1,0,0,0,0
CA671,226,0,0,0,0,0,0,1
CA675,20,0,0,0,1,0,0,0
CA677,16,0,0,0,0,0,0,0
CA680,14,0,1,0,1,0,0,0
CA688,16,0,0,0,0,0,0,0
CA692,16,0,0,0,0,0,0,0
CA693,153,1,0,0,1,0,0,0
CA697,145,0,0,0,0,0,0,0
CA698,169,0,0,0,0,0,0,0
CA701,15,0,0,1,0,0,0,0
CA704,34,1,1,0,0,0,0,0
CA705,37,0,0,1,0,0,0,1
CA708,93,0,1,0,1,0,0,1
CA714,9,1,0,0,0,0,0,0
CA717,127,1,0,1,0,0,0,0
CA720,184,1,0,0,0,1,0,0
CA721,89,0,0,0,0,0,1,0
CA722,61,0,0,1,0,0,0,1
CA728,38,0,0,0,0,1,0,0
CA730,84,0,0,0,0,0,0,0
CA738,63,0,1,0,0,1,0,0
CA741,69,0,1,0,1,0,0,0
CA742,90,1,1,0,0,0,0,0
CA745,106,0,0,0,0,1,1,0
CA746,12,0,0,0,0,0,0,0
CA750,17,0,0,0,0,0,0,1
CA752,97,0,0,0,0,0,0,0
CA753,50,0,0,0,1,0,0,0
CA754,49,0,0,0,0,0,0,0
CA756,53,0,0,0,1,0,0,0
CA757,37,0,0,0,0,0,0,0
CA758,51,0,1,0,1,0,0,0
CA759,6,0,0,0,0,0,1,0
CA761,34,1,0,0,1,0,0,0
CA763,18,0,0,1,0,0,0,0
CA772,37,0,1,0,0,1,0,0
CA779,22,1,0,0,1,0,0,0
CA781,50,0,0,0,0,0,1,1
CA783,24,1,1,0,0,0,0,0
CA785,10,0,1,1,0,0,0,0
CA787,28,1,0,1,1,0,0,0
CA789,29,0,0,0,0,1,0,0
CA790,15,1,0,0,0,0,0,0
CA805,19,0,0,1,0,1,0,0
CA813,15,1,0,1,0,0,1,1
CA821,13,0,1,0,1,0,1,1
CA825,11,0,0,0,0,0,0,0
CA827,11,1,0,0,0,0,0,0
CA831,23,0,0,1,1,0,0,0
CA832,21,0,0,0,0,0,0,0
CA840,6,0,0,0,0,0,0,0
CA843,11,0,0,0,0,1,0,0
CA844,12,0,0,0,0,1,0,0
CA847,24,0,0,0,0,0,0,0
CA848,9,1,0,1,0,0,1,0
CA850,13,0,0,0,0,0,1,0
CA860,21,0,1,0,0,0,0,0
CA872,25,1,0,0,0,1,1,0
CA873,8,1,0,0,0,0,0,0
CA874,44,0,0,0,0,0,0,0
CA877,18,0,0,0,0,0,0,0
CA880,11,0,0,0,0,0,0,0
CA881,8,0,0,0,0,0,1,0
CA882,9,0,1,0,0,0,0,0
CA890,5,0,0,0,0,0,1,0
CA898,19,0,0,1,0,0,0,0
CA902,8,0,0,1,0,0,0,0
CA903,4,1,1,0,0,0,0,1
CA906,11,1,0,0,0,0,0,0
CA908,13,0,0,1,1,0,0,1
CA909,11,0,0,0,1,0,0,1
CA910,648,0,0,1,0,0,0,0
CA914,17,1,1,1,0,0,0,0
CA915,189,0,0,0,0,0,0,0
CA918,112,0,0,0,0,0,0,0
CA920,232,1,1,1,0,0,0,0
CA924,23,1,1,0,0,0,0,1
CA929,105,1,1,0,0,0,0,0
CA930,90,0,0,0,0,0,1,0
CA931,71,0,0,0,0,1,0,0
CA936,59,0,0,0,0,1,0,1
CA937,39,1,0,0,0,0,1,0
CA940,12,1,0,1,0,0,1,0
CA941,47,0,0,0,0,0,1,0
CA942,143,0,0,0,0,0,0,0
CA943,27,0,0,0,0,0,0,0
CA952,38,1,0,0,0,1,0,1
CA955,56,1,0,0,0,0,0,0
CA957,22,0,1,1,0,1,1,1
CA958,28,0,0,1,1,0,0,0
CA960,18,0,0,0,1,0,0,1
CA964,22,1,0,0,0,0,0,0
CA965,19,1,0,0,0,0,0,0
CA972,23,1,0,0,0,0,0,1
CA974,21,0,0,0,1,0,0,0
CA988,21,0,0,0,0,0,1,0
CA992,18,0,0,1,1,0,1,0
CA994,7,0,0,0,0,0,0,0
CA998,26,1,0,0,0,0,0,0
CH001,16,1,1,0,1,0,0,0
CH002,9,1,1,0,0,0,0,0
CH007,7,1,0,0,0,0,1,0
CH008,21,0,0,0,0,0,0,0
CH009,12,0,0,0,0,1,0,0
CH010,15,1,1,0,0,0,0,0
CH016,10,1,0,0,0,0,0,1
CH047,111,0,0,0,0,0,0,0
CH048,122,0,1,0,0,1,0,0
CH049,54,0,0,0,1,0,0,1
CH050,478,1,1,1,0,0,0,0
CH053,43,0,0,0,0,0,0,0
CH058,43,0,0,0,0,0,1,0
CH067,50,0,0,0,0,0,0,0
CH072,40,0,1,0,0,0,0,0
CH073,20,0,1,0,1,0,0,0
CH074,24,0,0,0,0,1,0,0
CH076,31,0,0,0,0,0,0,0
CH082,24,0,0,0,0,0,1,0
CH093,14,0,1,1,0,0,0,0
CH095,6,0,0,0,1,0,0,0
CH097,5,1,0,1,0,0,0,0
CH098,4,0,0,0,0,0,0,0
CH103,6,0,0,0,0,0,0,0
CH108,17,1,0,1,0,0,1,0
CH110,123,0,0,0,0,0,0,1
CH112,124,0,0,0,0,1,0,1
CH124,168,0,1,0,0,0,0,0
CH126,66,0,0,0,0,0,0,0
CH128,159,0,0,0,0,0,0,0
CH130,39,0,1,0,1,0,0,1
CH137,58,0,0,1,1,0,0,0
CH138,196,0,0,0,0,1,0,0
CH143,30,0,0,1,0,0,0,0
CH150,13,0,1,1,0,0,0,0
CH152,17,0,0,0,0,0,0,0
CH155,11,0,1,0,0,0,0,0
CH163,30,0,0,1,0,0,0,0
CH168,11,1,0,1,1,0,0,0
CH171,4,0,0,0,1,1,0,0
CH172,162,0,1,0,0,0,0,0
CH173,338,0,0,0,0,0,1,0
CH176,641,0,1,0,0,1,0,1
CH181,787,0,0,0,0,0,0,0
CH186,1717,1,0,0,0,0,0,0
CH187,53,1,0,0,0,0,0,0
CH188,13,0,1,0,1,0,0,0
CH191,115,1,0,0,0,0,0,0
CH196,257,0,0,0,0,1,0,0
CH202,163,0,0,0,0,0,0,0
CH205,205,0,1,0,0,0,0,0
CH207,181,1,0,0,0,0,0,0
CH212,147,0,0,0,1,1,0,0
CH214,17,0,0,0,0,0,0,0
CH215,13,0,0,1,0,0,0,0
CH216,221,0,0,0,0,0,0,0
CH218,183,0,1,0,0,0,0,0
CH219,24,0,1,0,1,1,0,0
CH222,9,0,0,1,0,1,0,0
CH230,47,0,0,0,1,0,0,0
CH235,61,0,0,0,0,0,1,1
CH237,31,0,0,0,0,0,0,1
CH238,64,0,0,0,0,0,0,0
CH246,47,0,0,0,0,0,0,0
CH247,45,1,0,0,0,0,0,0
CH248,48,0,0,0,0,0,0,0
CH250,105,0,0,0,0,1,0,0
CH253,5,0,0,0,0,0,0,0
CH255,29,0,0,0,0,1,1,1
CH265,14,0,0,1,0,0,0,0
CH267,6,0,0,0,0,0,0,0
CH268,39,0,0,1,0,1,0,1
CH269,24,0,0,0,0,0,1,0
CH270,9,0,0,0,0,0,1,1
CH276,22,0,0,0,0,0,0,0
CH279,22,0,0,1,0,0,0,0
CH281,27,0,0,0,0,1,0,0
CH287,21,0,1,0,0,1,0,0
CH289,7,0,0,0,1,0,0,0
CH291,11,0,0,0,0,0,0,0
CH295,32,0,0,0,0,0,1,0
CH304,9,0,0,0,0,0,0,0
CH308,7,0,0,0,0,0,0,0
CH311,4,0,0,0,1,0,0,0
CH320,16,1,0,0,0,0,0,1
CH322,12,1,0,0,1,0,0,0
CH324,8,0,0,0,1,0,0,0
CH327,18,0,0,0,0,0,0,1
CH328,19,1,1,0,0,0,0,1
CH329,10,0,0,0,0,1,0,0
CH334,6,0,0,1,0,1,0,0
CH340,3,0,0,1,0,0,0,0
CH342,34,0,1,1,0,0,0,0
CH343,22,0,0,0,0,1,0,0
CH345,32,0,0,0,0,1,0,0
CH346,17,0,0,0,0,1,0,1
CH350,29,0,0,0,1,0,0,0
CH351,29,0,0,0,0,1,1,1
CH352,31,0,0,0,1,0,1,0
CH355,2,0,0,1,0,0,0,0
CH362,37,0,0,1,0,1,1,0
CH366,18,1,0,0,0,0,1,1
CH368,5,0,0,0,0,1,1,0
CH374,5,0,0,0,0,0,0,0
CH384,25,0,0,0,0,1,0,1
CH385,26,0,0,0,1,0,0,0
CH386,1961,0,1,0,0,1,0,0
CH391,21,0,0,0,0,0,0,1
CH392,23,0,0,0,1,0,0,1
CH395,28,0,0,0,0,0,0,0
CH396,24,0,1,0,0,0,0,0
CH400,330,0,0,0,0,0,0,0
CH403,25,0,0,1,1,0,0,0
CH404,25,0,0,0,0,0,1,0
CH408,27,0,0,0,0,0,0,0
CH414,22,1,0,0,0,0,0,0
CH419,28,0,0,0,1,1,0,0
CH421,26,0,0,1,0,0,0,0
CH424,26,0,1,0,1,0,0,0
CH425,25,0,0,0,0,0,1,0
CH431,23,0,0,0,0,0,0,0
CH435,9,0,0,1,0,0,0,0
CH436,20,0,0,0,0,0,0,0
CH437,322,0,0,0,1,1,0,0
CH441,28,0,0,0,0,0,0,0
CH442,17,0,0,0,0,0,0,0
CH454,16,0,1,0,0,0,0,0
CH456,16,0,1,0,0,0,0,0
CH463,17,0,0,0,0,0,0,0
CH465,146,0,0,1,0,0,0,0
CH467,47,0,1,0,0,0,1,1
CH468,13,1,0,0,0,0,0,0
CH469,255,0,1,0,0,0,1,0
CH486,18,0,0,0,0,1,0,0
CH490,25,0,0,0,0,0,0,0
CH493,23,0,0,0,0,0,0,0
CH500,28,0,0,0,0,0,0,0
CH503,25,0,0,0,1,0,0,0
CH507,21,0,0,0,0,1,0,0
CH511,26,0,0,0,1,0,0,0
CH524,26,0,0,0,1,0,0,0
CH528,25,1,0,0,0,1,0,0
CH533,25,0,1,0,0,0,1,0
CH544,24,0,0,1,1,0,0,0
CH545,22,0,1,1,0,0,0,0
CH547,24,1,0,0,0,0,0,0
CH549,429,0,0,0,0,0,0,1
CH552,23,0,1,0,0,1,0,0
CH556,23,1,0,1,0,0,0,0
CH563,22,1,0,0,0,0,0,0
CH568,19,1,0,0,0,0,0,0
CH570,21,0,0,0,0,0,0,0
CH571,24,0,0,1,0,0,1,1
CH572,24,0,1,0,0,0,0,1
CH575,26,1,0,0,0,1,0,0
CH576,25,0,0,0,1,1,0,0
CH577,24,0,0,0,0,1,1,0
CH581,20,0,0,0,0,1,0,0
CH582,29,0,0,0,0,0,0,0
CH590,19,0,0,0,0,0,0,0
CH593,48,0,0,0,0,1,0,0
CH598,28,0,0,0,1,0,0,0
CH599,25,0,0,0,0,0,1,0
CH600,26,0,0,0,1,0,0,0
CH609,27,0,0,0,0,0,0,0
CH616,25,0,0,0,0,1,0,0
