rollNum,coursesEnrolled
23BI06301,BI618
23BI06313,CH186 CH386 MA282 MA882 PY375
23BI06365,CA570 HI846 MA545 MA557 PY113 PY236
23BI06419,CH572 GO586 HI150 ST105 ST117
23BI06420,CH172 MA296 MA906 PY375
23BI06427,CA203 CA207 CA212 MA276 MA708 PY557
23BI06451,BI994 CA021 CA028 CA216
23BI06479,PY652 PY666 PY681 PY693
23BI06485,BI873
23BI06497,CA553 HI489 MA323 MA649 MA906
23BI06545,CH050 CH909 MA264 PY124 ST390
23BI06553,BI998 CH186 EN775 MA282 PY375
23BI06592,MA772 MA784 ST975
23BI06617,CH926 CH933 CH936 CH983
23BI06618,CH404 CH645 ST856 ST866 ST877 ST878
23BI06633,MA194 MA200
23BI06677,CA554 CH124 CH126 ST395
23BI06699,BI876 CA540 CH176 EN986 MA316 ST947
23BI06739,PY537 ST975
23BI06751,CA779
23BI06754,BI845 BI846 MA303
23BI06773,CA909
23BI06808,BI501 BI952 ST631
23BI06816,EN025 MA095 MA103 MA331 ST390
23BI06835,CH386 HI061 PY568 PY592
23BI06853,BI536 CH689 CH728 CH736 HI061
23BI06885,BI931 GO610 HI689 MA145
23BI06886,CA877
23BI06888,CH549 GO568 HI874 PY273 PY806 ST918
23BI06916,PY877 PY960
23BI06926,GO380 GO469
23BI06932,CA545 CH181 CH386 HI061 MA276
23BI07007,CH186 MA282 PY375 ST390
23BI07039,CA254 CA262 CA279 PY322 PY801
23BI07044,CA216 EN238 MA316 PY276 PY549 ST375
23BI07085,PY931
23BI07162,CA553 EN968 MA261 MA646
23BI07186,CA553 GO795 PY565 ST055 ST061 ST077 ST243
23BI07212,CA738 CA742 CA754 CA756 CA761
23BI07259,CA565 CH205 CH207 MA323 ST433
23BI07448,EN307 EN316
23BI07478,ST249 ST264 ST292 ST315 ST375
23BI07480,CA547 HI644 MA959 ST549
23BI07548,CH181 MA282 PY713 ST390
23BI07595,CH549 HI688 HI706 HI719 HI730 MA708
23BI07619,GO689 HI113
23BI07629,BI990 BI991 BI993 CH386
23BI07641,EN274 MA685 MA691 MA719 MA749
23BI07643,ST673
23BI07670,HI567 HI592 ST485
23BI07684,CA565 CH205 CH207 PY846 ST390
23BI07689,HI953 HI969
23BI07691,CA545 CH181 GO082 MA316
23BI07714,HI575
23BI07716,GO349 HI558 HI563 HI572
23BI07735,CA910 CH909 CH926 MA646 ST243
23BI07750,CA910 GO011 HI471 ST263 ST384
23BI07778,EN240 HI061 PY276 PY562 ST639
23BI07806,HI686 HI687 HI719 MA098 PY825
23BI07807,EN240 EN246 EN265 EN284 ST639
23BI07825,CH186 CH386 MA330 PY375
23BI07869,EN413 EN496 MA906 PY159
23BI07957,BI876 CH186 EN235 EN750 MA316 ST947
23BI07971,BI994 CA021 CA028 CA216
23BI08031,EN274 MA683 MA713 MA717 PY099
23BI08037,CA052 MA264
23BI08220,HI807 ST678
23BI08247,HI663 HI670
23BI08268,PY773 PY814 PY823 ST270
23BI08318,BI412 EN239
23BI08338,MA219 MA437
23BI08449,CA537 CH186 EN780 MA279
23BI08450,ST147
23BI08494,CA915 CH386 MA659 MA676 ST639
23BI08526,EN273 MA660 MA662 MA676 PY099 PY808
23BI08542,HI592
23BI08553,EN331 PY106 PY112 ST678
23BI08578,BI985 CA915 EN239 HI492 MA323
23BI08613,CA564 CH386 EN867 MA316 ST243 ST634
23BI08620,CA915 CH386 MA659 MA682 PY573
23BI08636,CH186 MA282 PY375
23BI08669,CH867 CH869 GO483 MA708 PY294 PY721 ST232
23BI08695,CA540 CH181 HI476 MA279
23BI08719,CA021 CA104 MA646 PY398
23BI08721,BI930 CA653 CH196 CH202 MA331 PY402
23BI08732,PY742 ST574 ST589
23BI08768,EN051 EN052 EN080 PY251
23BI08771,HI507 HI545 PY643 ST292
23BI08785,CA662 CA663 CA688 CA698 MA839 ST162
23BI08815,GO920 GO959 GO963 PY846 ST375
23BI08822,CA772 CA825 ST678
23BI08884,BI820
23BI08956,BI191 BI259 BI372 BI985 GO080
23BI08973,PY742 ST294
23BI08976,CH784
23BI09027,CA584 CA604 CA607 HI539 PY398
23BI09039,CA772 CA821
23BI09095,CA874 CA906 CA908
23BI09106,MA676
23BI09116,BI959 BI961 HI456
23BI09149,EN284 PY614 PY615 PY625 PY643 PY651
23BI09179,CA216 EN342 GO287 HI468
23BI09239,CA540 CH176 GO041 MA323 PY727
23BI09245,PY496 PY507 PY514 PY520
23BI09371,MA442
23BI09411,EN745 HI538 MA264
23BI09427,BI066 BI083
23BI09450,BI371 CH386 CH400 CH437 ST390
23BI09505,BI626 GO312 MA682 MA691 ST522
23BI09551,CA553 CH093 EN756
23BI09579,CH598 GO351 GO506 HI460 ST631
23BI09583,HI460 PY806 ST390 ST631
23BI09596,EN134 EN138 EN191
23BI09616,CH186 CH386 MA282 PY375
23BI09672,EN348 HI404 PY131 PY160
23BI09679,CA476 CA497 GO748 GO867
23BI09683,CH324
23BI09684,EN331 PY106 PY112 ST678
23BI09731,HI749 MA683 MA691 PY099 PY329
23BI09737,CH386 CH834 MA573 MA578 MA590
23BI09752,CH186 EN785 MA282 MA882 PY375
23BI09801,BI618
23BI09862,CA936 EN039 HI509 MA282
23BI09872,GO353 HI487 MA316 MA949 ST243
23BI09873,CH386 EN239 GO148 HI061 MA323
23BI09911,GO671 GO678 GO689 GO694
23BI09915,HI487 MA316 MA949 PY548 PY568 ST243
23BI09916,EN025 EN039 MA330 ST159
23BI09938,CA549 GO289 GO410 HI461 PY382
23BI09962,BI596 CH465 CH658 MA708
23BI09975,EN290
23BI09987,CH048 CH824 GO801 ST631
23BI10007,CH186 MA282 PY375
23BI10009,ST619
23BI10035,GO584 HI502 HI545 MA687 MA719
23BI10043,PY514 PY515 PY520
23BI10051,EN373
23BI10061,CA424 CA429 CA446 CA455 CH386 EN227
23BI10129,GO341 MA646 ST103 ST105 ST117 ST118
23BI10138,CA540 CH176 EN902 MA316 ST395
23BI10140,BI864 ST953
23BI10268,EN312 EN318
23BI10282,BI236 BI687 CH386 GO184
23BI10333,MA086
23BI10342,BI991 BI998 GO110 MA261 PY713
23BI10411,CH400 CH437 EN238 HI492 MA316
23BI10424,GO717 GO747
23BI10496,GO883 GO909 GO920 GO959 GO963 HI201
23BI10516,MA157 MA203 ST966
23BI10557,BI018 BI083 CA825 HI516 HI997
23BI10573,MA662 MA674 PY096 ST639
23BI10629,BI952 BI953
23BI10631,GO446 GO501 GO683 ST390 ST397
23BI10648,HI689 MA143 MA145 ST676
23BI10685,MA112 MA121 MA143
23BI10772,CA920 CH181 MA279 PY121
23BI10853,BI936 CA547 PY832 ST291
23BI10874,BI920 HI155
23BI10879,CA720 CH112 CH216 CH218 HI689 ST229
23BI10899,BI736 BI744 CH128 ST676
23BI10943,CH658 CH738 EN274 HI487
23BI10959,BI747 CA540 CH173 GO749 GO754 GO786
23BI11025,MA163
23BI11046,MA660 MA676 MA685 MA691 MA717 PY099
23BI11075,CH050 MA708 PY549 ST249 ST268
23BI11086,CH295 CH324
23BI11119,BI563 BI621 BI695 EN235 GO561 MA688 PY577
23BI11139,CH187 GO141 HI461 MA279
23BI11142,CA929 CH328 GO028 MA279
23BI11187,CA607 ST670
23BI11202,CH295
23BI11256,CA929 EN986 MA282 ST395
23BI11299,BI239 BI760 GO909 GO941 PY593
23BI11310,GO683 GO747 HI384
23BI11333,CA881 CA882 EN133
23BI11350,HI738 HI741 HI749 PY838
23BI11356,HI503 MA951 ST249 ST270
23BI11380,ST582 ST610
23BI11391,BI227 CA553 CH400 MA248 ST390
23BI11417,CA708 CA745 CA752 CA781 HI492
23BI11441,CH798
23BI11452,BI372 CA915 MA323 MA659
23BI11460,CH186 PY398 PY806 PY825
23BI11464,HI061 MA906 PY306 PY352 PY846
23BI11506,HI201 MA051 MA073
23BI11519,CA547 CH048 CH049 EN235 GO029 MA264
23BI11559,CH866 CH867 CH869 GO584 HI844
23BI11573,CA661 CA708 CA717 CA742 ST746
23BI11580,GO091 HI210 MA261 MA646
23BI11586,GO543 PY981 ST426
23BI11628,EN051 EN093 EN096 EN107 PY336
23BI11630,BI986 GO498 HI519 MA411 MA954 PY724
23BI11635,HI843 ST505 ST753 ST769
23BI11691,BI463 CA553 GO351 ST405 ST434
23BI11718,HI270
23BI11730,CA708 CA721 CA722 CA745 CH212
23BI11768,CA653 CA698 CA730 CA745 HI997
23BI11795,CA920 CH186 MA282 PY375
23BI11904,ST673
23BI11952,CH386 GO135 HI460 PY235 ST270 ST375
23BI11962,CA554 CA910 EN227 MA541 PY714
23BI12016,CA574 CH124 GO430 HI089 PY845
23BI12037,CA930 CA942 PY300 PY322 ST654
23BI12038,CA537 MA316 PY771 PY825 ST232
23BI12043,CA553 EN274 PY287 PY727 ST639
23BI12067,BI370 BI409 BI472 BI502 BI535 BI544
23BI12093,CA662 CA669 CA697 CA741 MA359
23BI12114,BI008 CH050 EN025 MA086 MA331
23BI12122,MA546 MA664 PY116 ST991
23BI12123,BI547
23BI12185,BI955 GO506 HI558 PY315
23BI12237,CH441 CH463 CH468 CH728 GO434 PY671
23BI12274,HI751 HI807
23BI12284,CH619 CH666 CH728 HI496 PY094
23BI12306,CH050 CH128 CH138 CH216 CH218 CH490
23BI12311,GO340 MA546 PY116
23BI12349,BI882 CA569 CA570 CH207 MA323
23BI12353,BI990 CA014 EN681 EN684 MA276
23BI12391,CA388 CA393 CA398 CA444 CA455 CA470 CA499
23BI12425,CA553 MA906 PY724 ST307 ST390
23BI12445,CH186 CH386 MA282 PY375
23BI12489,BI985 HI687 HI689 MA387 ST684
23BI12582,EN259 EN265 HI496 MA664 PY742
23BI12587,PY628 PY671 ST203 ST209 ST215
23BI12588,CA920 CH386 EN861 MA279 MA821
23BI12604,CH186 MA282 MA949 PY375
23BI12608,CA246 CA553
23BI12627,BI083
23BI12668,GO779 GO967
23BI12688,EN395 MA927 ST452 ST459
23BI12730,BI011 BI025 HI460 MA345
23BI12761,CH216 CH219 HI033 MA331 PY410
23BI12763,GO867 HI556 PY251 PY613 ST268
23BI12826,BI402 PY643 PY651 ST390
23BI12874,BI618
23BI12933,BI994 CA035 CA104 PY384
23BI12942,CA565 CA607 PY398 PY829 ST673
23BI12947,EN807 HI509 MA261 MA583 ST743
23BI12962,EN432 MA927 ST390 ST867
23BI13020,CH549 EN227 PY308 PY747 PY838
23BI13061,CH386 GO095 HI471 PY562 ST387
23BI13095,CA607 ST670
23BI13114,CA553 HI186 HI478 MA264 PY276 PY730
23BI13219,EN369 GO274 GO446 GO469 PY713
23BI13236,EN810 GO867 MA276 MA646
23BI13259,GO353 HI401 PY137 PY145 PY986
23BI13267,CH658 CH689 CH728 CH736 GO909 HI503 HI507
23BI13322,CH187 CH386 MA282 PY375
23BI13337,CH186 EN751 MA282 PY235
23BI13350,MA200 MA429
23BI13375,GO694 GO730 HI384
23BI13376,BI409 CA553 MA316 ST522
23BI13382,BI921 BI926 ST954
23BI13402,CH186 CH386 MA416 PY375
23BI13413,EN235 GO749 MA053 MA062 ST649
23BI13472,HI760 MA198 MA428
23BI13473,MA216
23BI13489,BI360 BI413 BI416 BI472 BI518
23BI13497,HI951 HI969
23BI13516,HI336 MA094 MA105 MA111
23BI13619,CA540 CH186 MA282 ST395 ST947
23BI13639,BI985 CH050 HI688 MA682 ST667 ST684
23BI13640,MA722 MA733 MA749
23BI13645,HI336 MA411 PY426 PY438 PY444 PY449
23BI13704,CA553 HI196 MA649 PY714 ST639
23BI13711,CH276 CH279 CH289
23BI13784,CA540 CH933 MA330 ST681
23BI13806,BI586 BI594 BI624 CA569 GO868
23BI13832,EN096 HI146 HI687
23BI13852,HI553 HI563 PY749 PY846
23BI13879,HI101 HI108 MA691 MA713 MA719
23BI13896,GO498 HI525 ST252
23BI13924,CA104 CA127 EN227 ST512
23BI13934,CA378 GO352 PY549 PY714 ST195
23BI13936,CH186 HI065 HI199 MA279
23BI13948,CA553 CH400 CH437 EN975 GO490 PY295 ST395
23BI14073,CA512 CA607 PY398
23BI14088,CA787 CA805 CH212
23BI14102,GO379 HI065 PY573 PY783 ST631
23BI14113,CH186 MA282 PY375
23BI14176,MA659 PY713
23BI14193,CH465 CH467 CH728 GO415 ST503
23BI14203,CA540 CH181 GO136 MA316
23BI14218,PY771 PY773 PY783 PY809 ST249
23BI14251,PY652 PY666 PY677 PY683
23BI14260,CH634 HI874 HI891 ST617
23BI14275,CA547 PY134 PY389 PY783 ST649
23BI14331,CH186 CH386 MA282 PY375
23BI14358,EN227 GO801 ST077 ST117
23BI14384,CA693 CA697 EN238 MA331 PY402
23BI14397,CH050 CH645 CH664 PY276 PY986
23BI14401,CA429 CA461 CA469 MA646 MA708
23BI14509,CH437 CH469 HI460 PY568 PY724
23BI14521,CH424 CH728 GO867 HI146 ST274 ST505
23BI14532,CA244 CA553 GO399 PY549
23BI14550,CH775 ST670
23BI14628,CA554 CA910 MA541 PY783
23BI14629,GO689
23BI14649,CH404 CH686 CH738 ST582
23BI14733,CH400 GO011 HI489 MA276 PY423
23BI14792,EN034 EN042 MA906 PY308
23BI14839,CA929 HI321 MA261 MA906
23BI14840,BI371 MA662 MA674 MA717 MA939 PY402
23BI14897,CH781 CH802
23BI14982,GO603 MA649 PY382 PY838 PY840
23BI15013,CH421 CH465 PY094 PY993 ST273
23BI15034,PY489 PY514 PY520
23BI15075,CA874 CA909
23BI15106,CA722 CH124 CH128 CH138 ST238
23BI15132,PY742 PY749 ST273 ST307
23BI15237,BI955 HI517 PY313 PY806 ST424
23BI15242,HI743
23BI15318,HI701 MA145
23BI15335,BI002 BI009 MA331 PY429
23BI15340,CA553 EN247 EN259 PY277 PY625
23BI15361,CA653 CA693 CA697 CA745 PY727
23BI15377,BI102 MA202
23BI15434,BI440 MA708 PY622 PY625 PY630 ST631
23BI15450,CH181 HI671 HI675 MA098 MA331
23BI15459,CH556 HI738 HI741 HI760 PY856
23BI15467,BI008 BI009 HI974 MA345 PY429
23BI15485,BI985 CH186 CH386 MA279
23BI15487,CA720
23BI15503,BI931 CA569 GO909 GO920 HI193 HI201
23BI15533,CH186 CH386 HI065 MA282
23BI15534,BI770 BI772 BI816 BI883 CH196 PY398
23BI15605,CA930 CA936 ST676
23BI15614,CA545 CH181 HI065 MA316
23BI15624,HI701 MA111 MA117 ST676
23BI15753,CA028 CA212 MA664 ST650
23BI15775,CH246
23BI15790,CH186 MA282 PY375
23BI15795,CH186 EN760 MA279
23BI15828,EN239 HI524 ST390 ST639
23BI15834,MA772 PY106 PY110
23BI15921,CA216 CA224 EN496 HI621 MA414
23BI15945,PY161 PY169 PY177 PY190
23BI15950,BI985 CH400 CH437 ST390
23BI15951,EN157 EN161 MA412
23BI15985,CH276 CH279 ST964
23BI16001,EN034 EN037 HI327 PY416
23BI16014,CA540 CH181 GO198 MA279
23BI16059,CA831 CA832
23BI16062,EN178
23BI16090,CA355 CA356 HI534 PY838
23BI16152,EN240 EN253 GO603 MA661 MA691 MA713 PY099
23BI16192,CH246 HI152
23BI16280,BI628
23BI16291,CA545 CH196 CH202 EN542 HI061 PY846
23BI16332,CA397 GO483 MA708 PY986 ST112 ST134
23BI16366,MA149 MA185
23BI16369,CA282 CH053 CH395 CH933 GO748 HI150
23BI16372,CH186 EN025 MA296 PY375
23BI16373,HI360 PY515 PY520 PY526
23BI16400,GO801 PY007 PY021 PY794 ST957
23BI16419,BI008 EN025 MA331 PY429 ST390
23BI16431,MA781 MA784 PY101
23BI16440,CH400 GO246 HI061 MA664 PY294
23BI16450,EN530 GO032 GO867 PY382 ST384
23BI16454,EN259 EN290 PY747 PY808
23BI16455,CH186 CH386 MA282 PY375
23BI16456,CH386 GO068 HI460 PY573 ST249
23BI16486,MA157
23BI16499,EN134 EN161 EN164
23BI16500,EN227 MA276 MA590 MA591 MA611 ST536
23BI16510,EN271 MA661 MA674 PY099 PY283 PY846
23BI16524,HI525 MA546 PY116 ST991
23BI16532,EN153 EN156 EN164
23BI16533,BI044 BI045 BI080 BI998
23BI16543,MA676 MA682 PY727 ST639 ST867
23BI16558,EN418 ST137 ST147 ST158
23BI16570,EN061 EN095 EN259 HI687
23BI16616,EN138 EN139 MA494
23BI16641,GO055 MA293 MA646 PY396
23BI16650,EN238 HI476 PY573 PY582
23BI16662,CA565 CH196 EN369 GO217 MA323
23BI16730,CA554 CH196 CH202 EN235 GO803
23BI16741,CH400 GO223 MA264 PY294 ST387
23BI16745,EN337 EN339 MA760 MA806
23BI16775,BI008 BI009 MA331 PY429
23BI16777,ST685
23BI16787,EN273 MA661 MA691 MA730 MA733
23BI16811,BI596 BI735 BI760 CH176
23BI16874,EN274 HI631 MA676 MA685 MA713
23BI16919,CA540 CH181 GO085 MA279
23BI16934,MA746 PY110
23BI16984,GO216 HI330 MA264 PY565 ST172
23BI16989,BI876 CA540 CH186 CH386 MA323 ST947
23BI17026,PY877 PY941
23BI17033,BI338 BI425 BI518 BI536 GO379 HI331
23BI17052,EN440 PY197 PY200
23BI17063,CH437 CH469 CH582 CH728 GO435 MA248
23BI17068,HI725 HI730 HI741 PY783
23BI17074,EN253 EN259 MA659 MA660 MA906 PY747
23BI17079,MA461
23BI17094,CA653 CA662 CA669 CA697 MA331
23BI17096,MA157
23BI17149,CA570 HI846 MA557 PY113 PY236
23BI17165,BI372 BI475 GO057 ST836 ST877 ST921
23BI17170,HI807 PY106 PY109 PY881
23BI17208,EN133 EN139
23BI17215,BI930 GO256 HI471 MA276 ST387
23BI17228,GO360 HI146 PY783 PY986 ST292 ST316
23BI17295,CH050 GO867 GO868 GO920 PY294 ST390
23BI17298,CA717 CA728 CH050 ST261 ST751
23BI17403,EN139 EN153 EN205 MA494
23BI17422,MA257 ST614
23BI17517,CH172 CH386 MA296 ST810
23BI17652,BI102 HI067 MA219
23BI17661,MA204
23BI17669,MA661 MA691 MA717 PY099
23BI17672,MA412 MA429 MA440
23BI17684,CH112 CH216 CH218 HI472 HI689
23BI17693,CA084 CA094 CA096 CA098 CA105 CA127
23BI17777,HI728 HI735 HI741 HI784 PY838 PY846
23BI17835,CH176 GO801 HI492 PY177 PY251
23BI17864,BI322 CA279 EN342 GO415
23BI17958,GO408 GO506
23BI17969,CA553 CH181 MA331 PY429 PY433
23BI18005,CA918 MA662 MA674 PY096 ST395
23BI18030,CH400 CH437 CH469 CH549 GO360 ST375
23BI18075,EN402 EN579 MA259 MA927
23BI18101,BI955 GO537 MA730 MA733
23BI18146,CH181 CH386 MA279
23BI18147,HI986
23BI18161,CA279 EN449
23BI18233,HI519 MA906 ST390
23BI18240,BI011 BI018 MA086 MA345
23BI18250,EN530 PY389
23BI18316,GO674 GO694
23BI18356,EN051 EN067 EN104 MA098
23BI18360,CA547
23BI18366,ST035 ST051 ST052 ST055 ST061 ST243
23BI18375,BI570 BI955 CH933 GO599 PY851
23BI18405,CH186 MA296 PY375 PY714
23BI18450,HI644
23BI18478,CH186 MA282 PY375 ST390
23BI18513,CA540 CH181 MA279 PY713
23BI18540,CA553 CH549 GO801 ST105 ST631
23BI18559,EN095 HI492
23BI18563,CH568 MA095 MA103 MA105 MA331
23BI18598,BI379 BI413 HI146 PY291
23BI18630,CH322
23BI18661,CA615
23BI18692,HI572
23BI18705,EN092 EN108 MA098
23BI18741,GO117 HI525 MA279
23BI18767,HI896 MA664
23BI18803,MA772 MA801
23BI18849,EN620
23BI18851,CA581 CA607 CH191 HI509
23BI18856,CA540 GO042 HI331 MA282
23BI18860,HI805
23BI18896,CA279 CA378 PY825 PY829 ST390
23BI18902,CH186 HI335 MA293 PY375
23BI18916,EN093 EN108 HI456 HI500 PY778
23BI18960,MA660 MA662 MA674 MA676
23BI18984,CH703 GO610 HI696 MA633 MA636
23BI19022,CA958 EN480 MA331 PY398
23BI19025,BI319 GO043 MA259 PY713 ST390
23BI19082,MA189
