courses,room,datetime
CH809,Room10,2025-03-03T10:00:00
CH886,Room9,2025-03-10T14:00:00
CH907,Room8,2025-03-11T10:00:00
CH910,Room1,2025-03-03T10:00:00
CH963,Room8,2025-03-10T14:00:00
CH967,Room9,2025-03-05T10:00:00
CH981,Room3,2025-03-03T14:00:00
CH984,Room11,2025-03-06T10:00:00
EN084,Room7,2025-03-04T14:00:00
EN097,Room11,2025-03-06T10:00:00
EN178,Room1,2025-03-04T14:00:00
EN192,Room7,2025-03-10T14:00:00
EN206,Room12,2025-03-03T10:00:00
EN407,Room11,2025-03-03T10:00:00
EN453,Room9,2025-03-10T14:00:00
EN468,Room12,2025-03-06T10:00:00
EN476,Room11,2025-03-03T14:00:00
EN480,Room12,2025-03-05T10:00:00
EN515,Room10,2025-03-10T14:00:00
EN652,Room11,2025-03-11T10:00:00
EN661,Room10,2025-03-07T10:00:00
EN664,Room5,2025-03-07T10:00:00
EN677,Room9,2025-03-06T10:00:00
EN689,Room9,2025-03-03T10:00:00
EN719,Room8,2025-03-10T14:00:00
EN759,Room11,2025-03-03T14:00:00
EN868,Room9,2025-03-04T14:00:00
EN880,Room6,2025-03-07T10:00:00
EN944,Room10,2025-03-03T10:00:00
GO018,Room6,2025-03-04T14:00:00
GO070,Room12,2025-03-03T14:00:00
GO167,Room8,2025-03-11T10:00:00
GO184,Room6,2025-03-10T14:00:00
GO204,Room10,2025-03-03T10:00:00
GO243,Room8,2025-03-04T10:00:00
GO298,Room2,2025-03-11T10:00:00
GO353,Room9,2025-03-10T14:00:00
GO374,Room6,2025-03-07T10:00:00
GO402,Room11,2025-03-06T10:00:00
GO417,Room10,2025-03-05T10:00:00
GO422,Room8,2025-03-04T14:00:00
GO493,Room10,2025-03-11T10:00:00
GO542,Room1,2025-03-03T14:00:00
GO558,Room11,2025-03-03T14:00:00
GO598,Room1,2025-03-11T14:00:00
GO718,Room12,2025-03-10T10:00:00
GO755,Room10,2025-03-11T10:00:00
GO871,Room8,2025-03-11T10:00:00
GO920,Room1,2025-03-11T10:00:00
HI011,Room12,2025-03-11T10:00:00
HI022,Room3,2025-03-11T10:00:00
HI063,Room10,2025-03-11T10:00:00
HI086,Room1,2025-03-03T10:00:00
HI214,Room12,2025-03-05T10:00:00
HI304,Room11,2025-03-11T10:00:00
HI312,Room5,2025-03-11T10:00:00
HI326,Room9,2025-03-03T14:00:00
HI416,Room8,2025-03-05T10:00:00
HI512,Room3,2025-03-03T10:00:00
HI563,Room7,2025-03-04T14:00:00
HI603,Room10,2025-03-04T14:00:00
HI642,Room12,2025-03-07T10:00:00
HI678,Room10,2025-03-06T10:00:00
HI696,Room7,2025-03-11T10:00:00
HI706,Room2,2025-03-03T14:00:00
HI841,Room6,2025-03-03T10:00:00
HI846,Room8,2025-03-03T14:00:00
HI897,Room6,2025-03-04T14:00:00
HI904,Room9,2025-03-06T10:00:00
MA005,Room10,2025-03-03T10:00:00
MA021,Room1,2025-03-10T14:00:00
MA031,Room10,2025-03-11T10:00:00
MA110,Room12,2025-03-11T10:00:00
MA226,Room1,2025-03-06T10:00:00
MA248,Room4,2025-03-10T14:00:00
MA252,Room12,2025-03-03T10:00:00
MA295,Room11,2025-03-05T10:00:00
MA370,Room9,2025-03-07T10:00:00
MA456,Room9,2025-03-03T14:00:00
MA487,Room12,2025-03-11T10:00:00
MA516,Room8,2025-03-06T10:00:00
MA643,Room12,2025-03-11T14:00:00
MA645,Room12,2025-03-10T14:00:00
MA677,Room10,2025-03-03T10:00:00
MA695,Room6,2025-03-03T10:00:00
MA727,Room11,2025-03-10T14:00:00
MA734,Room10,2025-03-07T10:00:00
MA826,Room9,2025-03-11T10:00:00
MA867,Room11,2025-03-10T14:00:00
MA930,Room5,2025-03-05T10:00:00
PY002,Room10,2025-03-04T14:00:00
PY031,Room8,2025-03-03T14:00:00
PY046,Room8,2025-03-03T10:00:00
PY048,Room7,2025-03-07T10:00:00
PY217,Room10,2025-03-04T14:00:00
PY312,Room8,2025-03-07T10:00:00
PY334,Room8,2025-03-10T14:00:00
PY362,Room10,2025-03-06T10:00:00
PY471,Room7,2025-03-07T10:00:00
PY480,Room10,2025-03-11T10:00:00
PY487,Room5,2025-03-04T14:00:00
PY535,Room9,2025-03-07T10:00:00
PY551,Room1,2025-03-10T14:00:00
PY552,Room11,2025-03-10T14:00:00
PY579,Room11,2025-03-03T14:00:00
PY643,Room4,2025-03-11T14:00:00
PY685,Room6,2025-03-05T10:00:00
PY686,Room8,2025-03-11T10:00:00
PY706,Room6,2025-03-06T10:00:00
PY745,Room9,2025-03-07T10:00:00
PY898,Room1,2025-03-05T10:00:00
ST068,Room10,2025-03-10T14:00:00
ST199,Room7,2025-03-07T10:00:00
ST226,Room7,2025-03-07T10:00:00
ST273,Room11,2025-03-03T10:00:00
ST283,Room1,2025-03-06T10:00:00
ST392,Room4,2025-03-06T10:00:00
ST435,Room12,2025-03-05T10:00:00
ST466,Room7,2025-03-11T10:00:00
ST530,Room10,2025-03-10T14:00:00
ST570,Room11,2025-03-11T10:00:00
ST598,Room4,2025-03-03T10:00:00
ST736,Room1,2025-03-04T14:00:00
ST760,Room6,2025-03-06T10:00:00
ST800,Room1,2025-03-04T14:00:00
ST840,Room12,2025-03-07T10:00:00
ST849,Room2,2025-03-11T10:00:00
ST875,Room9,2025-03-06T10:00:00
ST885,Room1,2025-03-11T10:00:00
ST903,Room8,2025-03-11T10:00:00
ST917,Room10,2025-03-10T14:00:00
