courses,room,datetime
GO805,Room18,2025-03-07T10:00:00
GO842,Room15,2025-03-05T10:00:00
GO918,Room9,2025-03-03T14:00:00
HI051,Room16,2025-03-07T10:00:00
HI062,Room13,2025-03-11T14:00:00
HI065,Room18,2025-03-12T10:00:00
HI071,Room18,2025-03-14T14:00:00
HI266,Room13,2025-03-14T14:00:00
HI272,Room14,2025-03-05T14:00:00
HI314,Room1,2025-03-13T14:00:00
HI335,Room4,2025-03-17T10:00:00
HI463,Room15,2025-03-05T10:00:00
HI501,Room14,2025-03-17T10:00:00
HI509,Room15,2025-03-17T10:00:00
HI543,Room13,2025-03-17T10:00:00
HI562,Room4,2025-03-07T10:00:00
HI565,Room18,2025-03-07T10:00:00
HI585,Room17,2025-03-07T10:00:00
HI606,Room9,2025-03-07T10:00:00
HI676,Room15,2025-03-07T10:00:00
HI712,Room16,2025-03-13T14:00:00
HI903,Room18,2025-03-07T10:00:00
HI910,Room9,2025-03-14T14:00:00
MA002,Room4,2025-03-03T10:00:00
MA043,Room12,2025-03-13T10:00:00
MA048,Room18,2025-03-05T10:00:00
MA071,Room7,2025-03-06T14:00:00
MA111,Room17,2025-03-17T14:00:00
MA178,Room16,2025-03-10T10:00:00
MA189,Room4,2025-03-05T14:00:00
MA203,Room14,2025-03-12T14:00:00
MA224,Room6,2025-03-05T14:00:00
MA258,Room11,2025-03-13T10:00:00
MA283,Room17,2025-03-12T14:00:00
MA380,Room18,2025-03-12T14:00:00
MA407,Room9,2025-03-12T14:00:00
MA542,Room6,2025-03-12T14:00:00
MA566,Room4,2025-03-10T10:00:00
MA591,Room18,2025-03-10T10:00:00
MA790,Room15,2025-03-03T10:00:00
MA814,Room18,2025-03-03T10:00:00
MA857,Room11,2025-03-03T10:00:00
MA930,Room16,2025-03-14T10:00:00
MA945,Room10,2025-03-05T14:00:00
PY025,Room15,2025-03-11T14:00:00
PY076,Room9,2025-03-14T10:00:00
PY152,Room4,2025-03-07T14:00:00
PY180,Room17,2025-03-07T14:00:00
PY295,Room14,2025-03-10T14:00:00
PY325,Room15,2025-03-13T10:00:00
PY450,Room18,2025-03-10T14:00:00
PY498,Room13,2025-03-10T14:00:00
PY534,Room8,2025-03-10T14:00:00
PY619,Room15,2025-03-12T14:00:00
PY622,Room13,2025-03-10T10:00:00
PY637,Room14,2025-03-14T14:00:00
PY676,Room17,2025-03-14T14:00:00
PY680,Room12,2025-03-14T14:00:00
PY686,Room12,2025-03-12T10:00:00
PY779,Room14,2025-03-10T14:00:00
PY790,Room12,2025-03-14T10:00:00
PY805,Room18,2025-03-04T10:00:00
PY907,Room7,2025-03-12T10:00:00
PY936,Room16,2025-03-03T10:00:00
PY943,Room11,2025-03-03T14:00:00
ST078,Room17,2025-03-13T10:00:00
ST091,Room4,2025-03-13T10:00:00
ST132,Room10,2025-03-06T14:00:00
ST162,Room14,2025-03-11T14:00:00
ST239,Room9,2025-03-05T14:00:00
ST254,Room2,2025-03-04T10:00:00
ST264,Room16,2025-03-14T14:00:00
ST322,Room9,2025-03-13T10:00:00
ST386,Room4,2025-03-11T14:00:00
ST435,Room4,2025-03-06T10:00:00
ST454,Room13,2025-03-05T10:00:00
ST485,Room17,2025-03-10T14:00:00
ST807,Room9,2025-03-13T10:00:00
ST811,Room15,2025-03-14T14:00:00
ST814,Room6,2025-03-05T14:00:00
ST833,Room17,2025-03-04T10:00:00
ST836,Room12,2025-03-10T10:00:00
ST856,Room13,2025-03-13T14:00:00
ST882,Room5,2025-03-13T14:00:00
ST889,Room16,2025-03-10T10:00:00
