courses,room,datetime
EN435,Room14,2025-03-04T10:00:00
EN450,Room15,2025-03-14T14:00:00
EN469,Room12,2025-03-14T10:00:00
EN481,Room17,2025-03-13T14:00:00
EN538,Room11,2025-03-17T10:00:00
EN606,Room14,2025-03-06T14:00:00
EN633,Room13,2025-03-11T10:00:00
EN748,Room15,2025-03-14T14:00:00
EN784,Room12,2025-03-11T10:00:00
EN815,Room12,2025-03-11T10:00:00
EN817,Room11,2025-03-11T10:00:00
EN819,Room1,2025-03-11T10:00:00
EN840,Room16,2025-03-11T10:00:00
EN887,Room18,2025-03-11T10:00:00
EN937,Room14,2025-03-10T14:00:00
GO048,Room15,2025-03-11T10:00:00
GO081,Room17,2025-03-11T10:00:00
GO108,Room9,2025-03-11T10:00:00
GO236,Room17,2025-03-06T14:00:00
GO320,Room17,2025-03-06T14:00:00
GO334,Room15,2025-03-14T14:00:00
GO365,Room9,2025-03-10T10:00:00
GO397,Room13,2025-03-07T14:00:00
GO399,Room17,2025-03-17T10:00:00
GO459,Room9,2025-03-11T14:00:00
GO515,Room7,2025-03-18T10:00:00
GO541,Room17,2025-03-14T14:00:00
GO595,Room11,2025-03-17T10:00:00
GO663,Room7,2025-03-10T14:00:00
GO684,Room16,2025-03-04T10:00:00
GO744,Room12,2025-03-14T14:00:00
GO837,Room11,2025-03-11T14:00:00
GO916,Room5,2025-03-14T14:00:00
GO979,Room13,2025-03-10T14:00:00
GO996,Room13,2025-03-17T14:00:00
HI020,Room9,2025-03-18T10:00:00
HI087,Room5,2025-03-18T10:00:00
HI097,Room12,2025-03-17T10:00:00
HI191,Room16,2025-03-13T10:00:00
HI255,Room4,2025-03-10T14:00:00
HI261,Room12,2025-03-14T10:00:00
HI408,Room14,2025-03-17T14:00:00
HI431,Room11,2025-03-17T10:00:00
HI475,Room1,2025-03-18T10:00:00
HI505,Room13,2025-03-17T10:00:00
HI544,Room15,2025-03-06T10:00:00
HI560,Room13,2025-03-14T10:00:00
HI612,Room5,2025-03-11T14:00:00
HI664,Room16,2025-03-17T10:00:00
HI745,Room17,2025-03-05T14:00:00
HI757,Room14,2025-03-05T14:00:00
HI781,Room15,2025-03-17T10:00:00
HI866,Room15,2025-03-05T14:00:00
HI929,Room18,2025-03-04T14:00:00
HI979,Room18,2025-03-03T14:00:00
HI980,Room9,2025-03-03T14:00:00
MA035,Room17,2025-03-12T10:00:00
MA063,Room18,2025-03-12T10:00:00
MA113,Room4,2025-03-12T10:00:00
MA152,Room15,2025-03-05T10:00:00
MA172,Room16,2025-03-03T14:00:00
MA178,Room5,2025-03-14T10:00:00
MA213,Room18,2025-03-05T14:00:00
MA244,Room18,2025-03-03T14:00:00
MA260,Room8,2025-03-03T14:00:00
MA311,Room11,2025-03-10T14:00:00
MA440,Room18,2025-03-06T14:00:00
MA491,Room15,2025-03-06T14:00:00
MA596,Room13,2025-03-11T14:00:00
MA647,Room17,2025-03-07T14:00:00
MA739,Room9,2025-03-04T10:00:00
MA799,Room14,2025-03-07T14:00:00
MA865,Room15,2025-03-07T14:00:00
MA867,Room17,2025-03-03T14:00:00
MA944,Room1,2025-03-13T14:00:00
MA972,Room12,2025-03-11T14:00:00
PY001,Room15,2025-03-13T14:00:00
PY014,Room11,2025-03-17T14:00:00
PY041,Room9,2025-03-17T10:00:00
PY048,Room17,2025-03-07T14:00:00
PY084,Room11,2025-03-17T14:00:00
PY164,Room16,2025-03-18T14:00:00
PY191,Room13,2025-03-10T10:00:00
PY240,Room14,2025-03-17T10:00:00
PY303,Room15,2025-03-17T10:00:00
PY430,Room15,2025-03-18T10:00:00
PY528,Room15,2025-03-17T10:00:00
PY613,Room17,2025-03-06T10:00:00
PY622,Room17,2025-03-17T14:00:00
PY633,Room11,2025-03-18T10:00:00
PY771,Room7,2025-03-18T14:00:00
PY805,Room2,2025-03-18T10:00:00
PY847,Room5,2025-03-14T14:00:00
PY853,Room17,2025-03-13T14:00:00
PY884,Room2,2025-03-17T10:00:00
PY895,Room6,2025-03-12T14:00:00
PY965,Room12,2025-03-04T14:00:00
PY980,Room16,2025-03-04T14:00:00
ST049,Room10,2025-03-18T10:00:00
ST073,Room11,2025-03-14T10:00:00
ST110,Room5,2025-03-17T14:00:00
ST128,Room17,2025-03-18T10:00:00
ST190,Room10,2025-03-07T10:00:00
ST277,Room8,2025-03-10T14:00:00
ST286,Room6,2025-03-03T14:00:00
ST311,Room12,2025-03-12T10:00:00
ST316,Room12,2025-03-12T14:00:00
ST388,Room13,2025-03-10T14:00:00
ST513,Room5,2025-03-18T10:00:00
ST522,Room10,2025-03-18T14:00:00
ST533,Room13,2025-03-17T10:00:00
ST572,Room11,2025-03-13T10:00:00
ST594,Room16,2025-03-13T14:00:00
ST608,Room13,2025-03-06T10:00:00
ST688,Room17,2025-03-13T10:00:00
ST749,Room13,2025-03-11T14:00:00
ST774,Room13,2025-03-17T14:00:00
ST794,Room17,2025-03-17T10:00:00
ST808,Room17,2025-03-13T10:00:00
ST989,Room7,2025-03-14T10:00:00
