courses,room,datetime
GO720,Room13,2025-03-05T10:00:00
GO738,Room19,2025-03-18T10:00:00
GO749,Room21,2025-03-03T10:00:00
GO755,Room22,2025-03-26T14:00:00
GO763,Room15,2025-03-05T10:00:00
GO785,Room1,2025-03-05T10:00:00
GO787,Room27,2025-03-11T14:00:00
GO789,Room3,2025-03-10T14:00:00
GO790,Room17,2025-03-26T14:00:00
GO802,Room16,2025-03-24T14:00:00
GO811,Room28,2025-03-10T14:00:00
GO825,Room21,2025-03-10T14:00:00
GO836,Room14,2025-03-18T10:00:00
GO838,Room27,2025-03-24T14:00:00
GO870,Room27,2025-03-18T10:00:00
GO880,Room29,2025-03-11T10:00:00
GO912,Room20,2025-03-05T10:00:00
GO923,Room25,2025-03-18T10:00:00
GO978,Room19,2025-03-04T14:00:00
GO995,Room3,2025-03-10T14:00:00
GO997,Room8,2025-03-10T14:00:00
HI002,Room24,2025-03-04T14:00:00
HI032,Room11,2025-03-05T10:00:00
HI034,Room24,2025-03-24T14:00:00
HI035,Room27,2025-03-13T14:00:00
HI039,Room11,2025-03-21T10:00:00
HI044,Room9,2025-03-07T10:00:00
HI068,Room19,2025-03-26T14:00:00
HI082,Room14,2025-03-12T10:00:00
HI091,Room26,2025-03-18T14:00:00
HI099,Room29,2025-03-26T14:00:00
HI113,Room22,2025-03-26T14:00:00
HI115,Room23,2025-03-13T10:00:00
HI127,Room25,2025-03-05T10:00:00
HI131,Room15,2025-03-04T10:00:00
HI132,Room17,2025-03-21T10:00:00
HI147,Room25,2025-03-13T14:00:00
HI194,Room28,2025-03-07T14:00:00
HI224,Room23,2025-03-26T10:00:00
HI236,Room21,2025-03-07T10:00:00
HI240,Room27,2025-03-21T14:00:00
HI243,Room1,2025-03-07T14:00:00
HI257,Room20,2025-03-06T14:00:00
HI269,Room11,2025-03-10T14:00:00
HI275,Room29,2025-03-26T14:00:00
HI284,Room20,2025-03-18T10:00:00
HI293,Room18,2025-03-24T14:00:00
HI310,Room1,2025-03-18T10:00:00
HI321,Room25,2025-03-10T14:00:00
HI323,Room10,2025-03-13T10:00:00
HI343,Room18,2025-03-17T14:00:00
HI358,Room26,2025-03-19T14:00:00
HI363,Room14,2025-03-26T14:00:00
HI406,Room9,2025-03-14T14:00:00
HI423,Room29,2025-03-21T10:00:00
HI438,Room15,2025-03-24T14:00:00
HI455,Room3,2025-03-05T10:00:00
HI459,Room27,2025-03-03T10:00:00
HI482,Room28,2025-03-17T14:00:00
HI516,Room19,2025-03-10T10:00:00
HI523,Room20,2025-03-19T14:00:00
HI530,Room25,2025-03-06T10:00:00
HI532,Room28,2025-03-17T14:00:00
HI571,Room16,2025-03-03T14:00:00
HI591,Room23,2025-03-26T10:00:00
HI627,Room28,2025-03-18T10:00:00
HI640,Room16,2025-03-06T14:00:00
HI677,Room16,2025-03-20T10:00:00
HI679,Room24,2025-03-17T14:00:00
HI705,Room27,2025-03-03T10:00:00
HI710,Room3,2025-03-21T14:00:00
HI732,Room27,2025-03-04T14:00:00
HI740,Room23,2025-03-25T10:00:00
HI757,Room13,2025-03-14T10:00:00
HI760,Room23,2025-03-24T10:00:00
HI780,Room28,2025-03-18T14:00:00
HI796,Room29,2025-03-07T14:00:00
HI802,Room17,2025-03-05T10:00:00
HI810,Room28,2025-03-10T10:00:00
HI851,Room24,2025-03-11T10:00:00
HI864,Room20,2025-03-12T14:00:00
HI906,Room25,2025-03-04T14:00:00
HI919,Room27,2025-03-05T10:00:00
HI925,Room17,2025-03-07T10:00:00
HI928,Room15,2025-03-07T10:00:00
HI934,Room5,2025-03-26T14:00:00
HI949,Room2,2025-03-11T14:00:00
HI952,Room27,2025-03-21T14:00:00
HI954,Room12,2025-03-13T14:00:00
HI958,Room27,2025-03-14T10:00:00
MA011,Room21,2025-03-10T14:00:00
MA043,Room21,2025-03-05T10:00:00
MA057,Room12,2025-03-26T14:00:00
MA063,Room23,2025-03-24T10:00:00
MA090,Room16,2025-03-05T10:00:00
MA105,Room25,2025-03-18T10:00:00
MA126,Room21,2025-03-21T10:00:00
MA137,Room23,2025-03-18T14:00:00
MA146,Room7,2025-03-18T10:00:00
MA149,Room6,2025-03-05T10:00:00
MA183,Room15,2025-03-24T14:00:00
MA188,Room18,2025-03-21T14:00:00
MA210,Room27,2025-03-06T10:00:00
MA233,Room13,2025-03-13T10:00:00
MA238,Room23,2025-03-05T10:00:00
MA239,Room22,2025-03-14T14:00:00
MA257,Room6,2025-03-26T14:00:00
MA263,Room29,2025-03-18T10:00:00
MA274,Room29,2025-03-04T14:00:00
MA285,Room14,2025-03-11T10:00:00
MA293,Room2,2025-03-24T14:00:00
MA300,Room22,2025-03-05T10:00:00
MA343,Room17,2025-03-24T10:00:00
MA420,Room25,2025-03-13T10:00:00
MA429,Room16,2025-03-14T10:00:00
MA431,Room22,2025-03-18T10:00:00
MA447,Room20,2025-03-11T14:00:00
MA465,Room21,2025-03-25T14:00:00
MA488,Room28,2025-03-20T14:00:00
MA489,Room22,2025-03-06T14:00:00
MA512,Room9,2025-03-11T14:00:00
MA525,Room23,2025-03-05T10:00:00
MA541,Room25,2025-03-19T14:00:00
MA545,Room17,2025-03-11T10:00:00
MA549,Room25,2025-03-26T10:00:00
MA572,Room11,2025-03-13T10:00:00
MA577,Room24,2025-03-18T10:00:00
MA578,Room23,2025-03-25T10:00:00
MA587,Room28,2025-03-19T10:00:00
MA620,Room29,2025-03-11T14:00:00
MA637,Room10,2025-03-24T14:00:00
MA645,Room27,2025-03-21T10:00:00
MA660,Room18,2025-03-26T14:00:00
MA723,Room28,2025-03-14T14:00:00
MA726,Room9,2025-03-03T10:00:00
MA727,Room19,2025-03-21T10:00:00
MA732,Room5,2025-03-26T14:00:00
MA772,Room20,2025-03-11T14:00:00
MA782,Room19,2025-03-06T14:00:00
MA791,Room1,2025-03-07T14:00:00
MA810,Room16,2025-03-10T14:00:00
MA818,Room25,2025-03-03T14:00:00
MA833,Room29,2025-03-17T10:00:00
MA838,Room21,2025-03-04T14:00:00
MA841,Room23,2025-03-25T10:00:00
MA849,Room20,2025-03-06T14:00:00
MA858,Room2,2025-03-17T14:00:00
MA868,Room12,2025-03-24T14:00:00
MA887,Room1,2025-03-24T14:00:00
MA890,Room22,2025-03-10T10:00:00
MA919,Room26,2025-03-14T14:00:00
MA933,Room22,2025-03-26T14:00:00
MA948,Room11,2025-03-07T14:00:00
MA949,Room19,2025-03-26T14:00:00
MA954,Room18,2025-03-10T14:00:00
MA967,Room18,2025-03-24T14:00:00
MA971,Room16,2025-03-05T10:00:00
MA986,Room17,2025-03-05T10:00:00
MA987,Room23,2025-03-26T14:00:00
MA990,Room28,2025-03-10T10:00:00
PY035,Room11,2025-03-05T14:00:00
PY050,Room27,2025-03-13T10:00:00
PY057,Room26,2025-03-26T14:00:00
PY085,Room28,2025-03-06T10:00:00
PY091,Room23,2025-03-14T10:00:00
PY102,Room22,2025-03-18T14:00:00
PY111,Room28,2025-03-03T10:00:00
PY139,Room12,2025-03-21T10:00:00
PY185,Room3,2025-03-19T14:00:00
PY211,Room9,2025-03-10T14:00:00
PY212,Room21,2025-03-25T10:00:00
PY224,Room17,2025-03-18T14:00:00
PY225,Room13,2025-03-11T14:00:00
PY245,Room17,2025-03-10T10:00:00
PY249,Room13,2025-03-26T10:00:00
PY252,Room13,2025-03-18T10:00:00
PY269,Room17,2025-03-07T14:00:00
PY271,Room21,2025-03-17T14:00:00
PY299,Room11,2025-03-12T14:00:00
PY345,Room25,2025-03-05T10:00:00
PY350,Room20,2025-03-20T10:00:00
PY359,Room16,2025-03-18T10:00:00
PY369,Room4,2025-03-07T14:00:00
PY374,Room21,2025-03-21T10:00:00
PY378,Room8,2025-03-18T14:00:00
PY383,Room19,2025-03-14T14:00:00
PY404,Room15,2025-03-06T10:00:00
PY407,Room26,2025-03-12T14:00:00
PY441,Room23,2025-03-05T10:00:00
PY445,Room25,2025-03-18T10:00:00
PY451,Room28,2025-03-10T14:00:00
PY453,Room15,2025-03-10T14:00:00
PY469,Room23,2025-03-04T14:00:00
PY473,Room24,2025-03-04T10:00:00
PY496,Room28,2025-03-04T10:00:00
PY498,Room17,2025-03-12T14:00:00
PY546,Room24,2025-03-17T10:00:00
PY556,Room24,2025-03-21T10:00:00
PY582,Room23,2025-03-07T10:00:00
PY584,Room20,2025-03-21T14:00:00
PY586,Room24,2025-03-24T14:00:00
PY589,Room25,2025-03-10T14:00:00
PY597,Room14,2025-03-24T14:00:00
PY609,Room29,2025-03-18T10:00:00
PY616,Room23,2025-03-13T14:00:00
PY655,Room9,2025-03-06T14:00:00
PY681,Room25,2025-03-10T14:00:00
PY686,Room1,2025-03-17T14:00:00
PY689,Room19,2025-03-26T10:00:00
PY727,Room29,2025-03-05T10:00:00
PY774,Room25,2025-03-05T10:00:00
PY778,Room25,2025-03-05T10:00:00
PY799,Room21,2025-03-11T10:00:00
PY808,Room18,2025-03-26T10:00:00
PY813,Room10,2025-03-07T10:00:00
PY837,Room29,2025-03-05T10:00:00
PY840,Room9,2025-03-26T14:00:00
PY849,Room9,2025-03-05T10:00:00
PY891,Room24,2025-03-26T14:00:00
PY894,Room5,2025-03-18T10:00:00
PY925,Room20,2025-03-18T14:00:00
PY935,Room6,2025-03-18T10:00:00
PY938,Room19,2025-03-18T10:00:00
PY949,Room16,2025-03-10T14:00:00
PY950,Room23,2025-03-18T10:00:00
PY961,Room21,2025-03-05T10:00:00
PY967,Room25,2025-03-18T10:00:00
PY971,Room23,2025-03-19T14:00:00
PY979,Room22,2025-03-05T10:00:00
PY984,Room25,2025-03-21T10:00:00
ST043,Room23,2025-03-05T10:00:00
ST044,Room29,2025-03-14T14:00:00
ST061,Room27,2025-03-21T10:00:00
ST064,Room22,2025-03-18T10:00:00
ST084,Room23,2025-03-18T10:00:00
ST086,Room27,2025-03-26T14:00:00
ST087,Room29,2025-03-18T10:00:00
ST091,Room21,2025-03-18T10:00:00
ST095,Room26,2025-03-05T10:00:00
ST108,Room3,2025-03-05T10:00:00
ST128,Room27,2025-03-10T14:00:00
ST133,Room3,2025-03-05T10:00:00
ST137,Room22,2025-03-18T10:00:00
ST147,Room24,2025-03-14T14:00:00
ST154,Room2,2025-03-05T10:00:00
ST166,Room17,2025-03-26T14:00:00
ST172,Room19,2025-03-10T14:00:00
ST178,Room24,2025-03-18T10:00:00
ST180,Room16,2025-03-07T14:00:00
ST186,Room17,2025-03-21T14:00:00
ST216,Room29,2025-03-21T10:00:00
ST222,Room29,2025-03-05T10:00:00
ST230,Room24,2025-03-21T14:00:00
ST239,Room20,2025-03-10T14:00:00
ST243,Room7,2025-03-05T10:00:00
ST280,Room29,2025-03-14T14:00:00
ST303,Room1,2025-03-04T14:00:00
ST323,Room21,2025-03-24T14:00:00
ST325,Room19,2025-03-25T10:00:00
ST331,Room20,2025-03-19T14:00:00
ST365,Room23,2025-03-17T14:00:00
ST420,Room28,2025-03-05T10:00:00
ST451,Room21,2025-03-14T14:00:00
ST468,Room18,2025-03-19T14:00:00
ST491,Room23,2025-03-19T10:00:00
ST534,Room26,2025-03-10T10:00:00
ST542,Room17,2025-03-10T14:00:00
ST544,Room22,2025-03-03T10:00:00
ST559,Room17,2025-03-17T14:00:00
ST562,Room27,2025-03-05T10:00:00
ST576,Room22,2025-03-03T10:00:00
ST608,Room6,2025-03-07T10:00:00
ST609,Room20,2025-03-05T10:00:00
ST614,Room11,2025-03-11T14:00:00
ST632,Room29,2025-03-04T14:00:00
ST640,Room16,2025-03-10T10:00:00
ST653,Room27,2025-03-11T10:00:00
ST660,Room21,2025-03-14T14:00:00
ST708,Room23,2025-03-24T14:00:00
ST717,Room20,2025-03-17T14:00:00
ST724,Room6,2025-03-10T14:00:00
ST735,Room21,2025-03-04T14:00:00
ST746,Room13,2025-03-05T10:00:00
ST759,Room20,2025-03-07T14:00:00
ST784,Room29,2025-03-10T10:00:00
ST794,Room25,2025-03-19T14:00:00
ST815,Room28,2025-03-04T14:00:00
ST819,Room23,2025-03-14T14:00:00
ST843,Room22,2025-03-14T10:00:00
ST846,Room15,2025-03-24T10:00:00
ST872,Room26,2025-03-03T10:00:00
ST887,Room25,2025-03-04T14:00:00
ST897,Room12,2025-03-18T10:00:00
ST908,Room20,2025-03-10T14:00:00
ST909,Room14,2025-03-21T10:00:00
ST937,Room28,2025-03-04T14:00:00
ST962,Room20,2025-03-05T10:00:00
ST968,Room20,2025-03-24T14:00:00
ST975,Room19,2025-03-05T10:00:00
ST986,Room7,2025-03-10T14:00:00
