courses,room,datetime
HI733,Room18,2025-03-05T10:00:00
HI737,Room14,2025-03-11T14:00:00
HI753,Room19,2025-03-03T14:00:00
HI766,Room7,2025-03-11T14:00:00
HI767,Room14,2025-03-17T14:00:00
HI790,Room12,2025-03-19T10:00:00
HI851,Room14,2025-03-20T14:00:00
HI859,Room25,2025-03-10T14:00:00
HI886,Room17,2025-03-20T14:00:00
HI889,Room20,2025-03-06T10:00:00
HI891,Room24,2025-03-10T14:00:00
HI912,Room24,2025-03-18T14:00:00
HI913,Room21,2025-03-18T14:00:00
HI944,Room16,2025-03-03T14:00:00
HI949,Room17,2025-03-12T10:00:00
MA008,Room19,2025-03-03T14:00:00
MA030,Room16,2025-03-18T14:00:00
MA034,Room11,2025-03-17T10:00:00
MA036,Room16,2025-03-11T10:00:00
MA045,Room16,2025-03-18T14:00:00
MA065,Room10,2025-03-07T10:00:00
MA071,Room18,2025-03-03T14:00:00
MA082,Room11,2025-03-06T10:00:00
MA103,Room17,2025-03-17T14:00:00
MA175,Room19,2025-03-18T10:00:00
MA236,Room8,2025-03-03T14:00:00
MA250,Room13,2025-03-03T14:00:00
MA288,Room14,2025-03-13T10:00:00
MA306,Room12,2025-03-13T14:00:00
MA308,Room3,2025-03-18T14:00:00
MA313,Room10,2025-03-19T14:00:00
MA317,Room11,2025-03-11T14:00:00
MA364,Room3,2025-03-07T14:00:00
MA365,Room24,2025-03-12T10:00:00
MA377,Room20,2025-03-18T14:00:00
MA426,Room25,2025-03-07T14:00:00
MA428,Room25,2025-03-04T10:00:00
MA429,Room2,2025-03-05T14:00:00
MA456,Room25,2025-03-19T10:00:00
MA457,Room22,2025-03-20T10:00:00
MA465,Room16,2025-03-14T14:00:00
MA471,Room23,2025-03-05T14:00:00
MA472,Room2,2025-03-03T10:00:00
MA525,Room16,2025-03-05T10:00:00
MA541,Room24,2025-03-05T10:00:00
MA544,Room22,2025-03-05T14:00:00
MA576,Room3,2025-03-04T10:00:00
MA581,Room25,2025-03-18T14:00:00
MA610,Room23,2025-03-17T10:00:00
MA613,Room20,2025-03-10T14:00:00
MA630,Room4,2025-03-11T14:00:00
MA638,Room14,2025-03-04T10:00:00
MA651,Room18,2025-03-13T14:00:00
MA674,Room21,2025-03-17T14:00:00
MA697,Room5,2025-03-19T10:00:00
MA704,Room24,2025-03-17T14:00:00
MA705,Room5,2025-03-11T14:00:00
MA712,Room22,2025-03-18T14:00:00
MA717,Room24,2025-03-19T10:00:00
MA728,Room4,2025-03-10T10:00:00
MA752,Room13,2025-03-18T14:00:00
MA791,Room16,2025-03-20T14:00:00
MA816,Room17,2025-03-19T10:00:00
MA853,Room14,2025-03-17T14:00:00
MA854,Room18,2025-03-19T10:00:00
MA867,Room18,2025-03-05T14:00:00
MA888,Room24,2025-03-05T10:00:00
MA911,Room10,2025-03-05T10:00:00
MA966,Room1,2025-03-20T14:00:00
MA971,Room15,2025-03-05T10:00:00
MA979,Room24,2025-03-14T14:00:00
PY006,Room16,2025-03-03T10:00:00
PY013,Room25,2025-03-03T14:00:00
PY078,Room17,2025-03-13T14:00:00
PY124,Room17,2025-03-18T14:00:00
PY126,Room16,2025-03-07T14:00:00
PY139,Room22,2025-03-05T10:00:00
PY158,Room10,2025-03-12T10:00:00
PY167,Room15,2025-03-20T14:00:00
PY199,Room22,2025-03-03T10:00:00
PY242,Room23,2025-03-14T14:00:00
PY259,Room16,2025-03-05T10:00:00
PY270,Room15,2025-03-19T10:00:00
PY280,Room15,2025-03-03T14:00:00
PY307,Room18,2025-03-03T10:00:00
PY342,Room25,2025-03-07T14:00:00
PY363,Room3,2025-03-11T14:00:00
PY385,Room20,2025-03-05T14:00:00
PY408,Room19,2025-03-17T14:00:00
PY415,Room21,2025-03-13T14:00:00
PY423,Room19,2025-03-11T10:00:00
PY428,Room17,2025-03-11T10:00:00
PY433,Room14,2025-03-19T14:00:00
PY437,Room21,2025-03-18T14:00:00
PY447,Room22,2025-03-17T14:00:00
PY486,Room1,2025-03-17T14:00:00
PY498,Room19,2025-03-07T14:00:00
PY521,Room8,2025-03-11T14:00:00
PY533,Room23,2025-03-19T10:00:00
PY548,Room14,2025-03-05T14:00:00
PY557,Room17,2025-03-12T10:00:00
PY578,Room19,2025-03-11T14:00:00
PY584,Room21,2025-03-03T10:00:00
PY593,Room17,2025-03-03T10:00:00
PY611,Room15,2025-03-19T10:00:00
PY659,Room20,2025-03-17T14:00:00
PY690,Room12,2025-03-05T10:00:00
PY727,Room19,2025-03-12T10:00:00
PY730,Room23,2025-03-19T10:00:00
PY770,Room15,2025-03-18T14:00:00
PY781,Room1,2025-03-03T14:00:00
PY787,Room25,2025-03-19T10:00:00
PY791,Room19,2025-03-14T14:00:00
PY801,Room1,2025-03-03T10:00:00
PY802,Room10,2025-03-10T10:00:00
PY824,Room16,2025-03-13T14:00:00
PY831,Room21,2025-03-11T14:00:00
PY849,Room23,2025-03-07T14:00:00
PY873,Room24,2025-03-07T14:00:00
PY895,Room16,2025-03-03T10:00:00
PY899,Room5,2025-03-03T14:00:00
PY926,Room14,2025-03-07T14:00:00
PY934,Room17,2025-03-03T14:00:00
PY950,Room24,2025-03-11T10:00:00
PY986,Room2,2025-03-20T14:00:00
PY995,Room25,2025-03-11T10:00:00
ST033,Room11,2025-03-20T14:00:00
ST035,Room10,2025-03-20T14:00:00
ST062,Room12,2025-03-10T10:00:00
ST068,Room17,2025-03-03T10:00:00
ST095,Room3,2025-03-20T14:00:00
ST107,Room8,2025-03-19T10:00:00
ST112,Room25,2025-03-14T14:00:00
ST132,Room4,2025-03-05T14:00:00
ST139,Room21,2025-03-12T10:00:00
ST149,Room25,2025-03-12T10:00:00
ST150,Room11,2025-03-17T14:00:00
ST185,Room3,2025-03-07T14:00:00
ST196,Room22,2025-03-05T10:00:00
ST258,Room23,2025-03-13T14:00:00
ST274,Room17,2025-03-19T10:00:00
ST296,Room3,2025-03-12T10:00:00
ST305,Room19,2025-03-11T14:00:00
ST307,Room6,2025-03-03T10:00:00
ST347,Room5,2025-03-14T14:00:00
ST359,Room25,2025-03-20T14:00:00
ST368,Room11,2025-03-05T10:00:00
ST377,Room1,2025-03-07T14:00:00
ST409,Room7,2025-03-03T10:00:00
ST428,Room14,2025-03-03T10:00:00
ST429,Room1,2025-03-07T14:00:00
ST454,Room17,2025-03-14T14:00:00
ST458,Room25,2025-03-05T14:00:00
ST486,Room19,2025-03-19T10:00:00
ST489,Room18,2025-03-07T14:00:00
ST493,Room21,2025-03-05T10:00:00
ST502,Room23,2025-03-03T14:00:00
ST583,Room16,2025-03-17T14:00:00
ST587,Room21,2025-03-19T10:00:00
ST608,Room8,2025-03-20T14:00:00
ST632,Room8,2025-03-03T10:00:00
ST647,Room18,2025-03-12T10:00:00
ST664,Room12,2025-03-14T14:00:00
ST671,Room23,2025-03-14T14:00:00
ST676,Room13,2025-03-05T14:00:00
ST707,Room25,2025-03-10T10:00:00
ST708,Room24,2025-03-03T10:00:00
ST716,Room17,2025-03-10T10:00:00
ST720,Room22,2025-03-20T14:00:00
ST819,Room12,2025-03-19T10:00:00
ST852,Room22,2025-03-05T14:00:00
ST858,Room13,2025-03-17T14:00:00
ST877,Room25,2025-03-05T14:00:00
ST886,Room2,2025-03-11T14:00:00
ST924,Room14,2025-03-19T10:00:00
ST926,Room11,2025-03-05T10:00:00
ST945,Room25,2025-03-05T14:00:00
ST955,Room17,2025-03-12T10:00:00
ST971,Room17,2025-03-07T14:00:00
