courses,room,datetime
GO161,Room2,2025-03-19T10:00:00
GO186,Room20,2025-03-19T10:00:00
GO188,Room1,2025-03-21T10:00:00
GO197,Room7,2025-03-13T10:00:00
GO203,Room22,2025-03-03T10:00:00
GO223,Room1,2025-03-03T10:00:00
GO225,Room6,2025-03-24T10:00:00
GO234,Room17,2025-03-05T14:00:00
GO253,Room21,2025-03-03T10:00:00
GO273,Room21,2025-03-10T14:00:00
GO285,Room21,2025-03-03T10:00:00
GO297,Room21,2025-03-06T14:00:00
GO299,Room16,2025-03-03T10:00:00
GO313,Room20,2025-03-03T10:00:00
GO336,Room13,2025-03-11T14:00:00
GO351,Room18,2025-03-17T10:00:00
GO393,Room14,2025-03-06T10:00:00
GO396,Room9,2025-03-05T14:00:00
GO420,Room13,2025-03-17T14:00:00
GO426,Room18,2025-03-24T14:00:00
GO427,Room17,2025-03-04T14:00:00
GO437,Room13,2025-03-18T14:00:00
GO467,Room20,2025-03-10T14:00:00
GO497,Room21,2025-03-07T14:00:00
GO504,Room17,2025-03-20T10:00:00
GO531,Room8,2025-03-11T10:00:00
GO535,Room14,2025-03-12T10:00:00
GO550,Room18,2025-03-05T14:00:00
GO570,Room17,2025-03-20T10:00:00
GO596,Room22,2025-03-04T14:00:00
GO614,Room17,2025-03-14T14:00:00
GO626,Room10,2025-03-04T10:00:00
GO646,Room14,2025-03-24T10:00:00
GO678,Room17,2025-03-13T10:00:00
GO702,Room7,2025-03-19T10:00:00
GO718,Room17,2025-03-12T14:00:00
GO720,Room8,2025-03-03T10:00:00
GO721,Room11,2025-03-06T14:00:00
GO752,Room16,2025-03-07T14:00:00
GO765,Room5,2025-03-24T10:00:00
GO796,Room21,2025-03-24T10:00:00
GO801,Room19,2025-03-24T10:00:00
GO813,Room20,2025-03-24T10:00:00
GO822,Room22,2025-03-24T10:00:00
GO825,Room19,2025-03-18T14:00:00
GO850,Room21,2025-03-17T10:00:00
GO857,Room19,2025-03-12T14:00:00
GO909,Room11,2025-03-24T14:00:00
GO918,Room4,2025-03-12T14:00:00
GO919,Room21,2025-03-04T10:00:00
GO944,Room19,2025-03-19T14:00:00
GO955,Room21,2025-03-06T10:00:00
GO967,Room22,2025-03-20T14:00:00
GO981,Room19,2025-03-14T14:00:00
GO997,Room18,2025-03-13T10:00:00
HI004,Room14,2025-03-24T10:00:00
HI025,Room21,2025-03-04T14:00:00
HI032,Room18,2025-03-11T10:00:00
HI039,Room18,2025-03-11T10:00:00
HI046,Room20,2025-03-19T10:00:00
HI083,Room16,2025-03-05T14:00:00
HI121,Room22,2025-03-07T14:00:00
HI129,Room16,2025-03-24T10:00:00
HI147,Room11,2025-03-03T14:00:00
HI156,Room14,2025-03-20T14:00:00
HI174,Room16,2025-03-12T14:00:00
HI194,Room14,2025-03-12T10:00:00
HI235,Room18,2025-03-10T14:00:00
HI249,Room9,2025-03-17T14:00:00
HI262,Room15,2025-03-24T10:00:00
HI268,Room20,2025-03-03T10:00:00
HI280,Room18,2025-03-18T10:00:00
HI292,Room5,2025-03-03T10:00:00
HI301,Room21,2025-03-06T10:00:00
HI343,Room5,2025-03-10T14:00:00
HI368,Room16,2025-03-24T10:00:00
HI370,Room4,2025-03-06T14:00:00
HI408,Room6,2025-03-17T14:00:00
HI423,Room2,2025-03-21T10:00:00
HI426,Room21,2025-03-03T10:00:00
HI433,Room17,2025-03-24T10:00:00
HI455,Room20,2025-03-14T10:00:00
HI466,Room21,2025-03-14T10:00:00
HI510,Room18,2025-03-14T10:00:00
HI511,Room22,2025-03-14T10:00:00
HI523,Room20,2025-03-07T10:00:00
HI525,Room1,2025-03-06T14:00:00
HI600,Room6,2025-03-13T14:00:00
HI615,Room13,2025-03-13T14:00:00
HI620,Room13,2025-03-14T14:00:00
HI639,Room8,2025-03-03T14:00:00
HI658,Room18,2025-03-21T14:00:00
HI664,Room20,2025-03-21T14:00:00
HI668,Room21,2025-03-03T10:00:00
HI673,Room9,2025-03-21T14:00:00
HI681,Room8,2025-03-04T14:00:00
HI700,Room13,2025-03-24T10:00:00
HI714,Room1,2025-03-21T10:00:00
HI730,Room2,2025-03-14T14:00:00
HI732,Room14,2025-03-20T10:00:00
HI737,Room1,2025-03-03T14:00:00
HI741,Room18,2025-03-19T10:00:00
HI771,Room14,2025-03-04T10:00:00
HI776,Room15,2025-03-24T10:00:00
HI783,Room18,2025-03-07T10:00:00
HI816,Room20,2025-03-10T10:00:00
HI822,Room14,2025-03-19T10:00:00
HI832,Room18,2025-03-12T10:00:00
HI875,Room22,2025-03-20T10:00:00
HI877,Room20,2025-03-20T10:00:00
HI892,Room21,2025-03-18T10:00:00
HI936,Room18,2025-03-10T14:00:00
HI957,Room20,2025-03-19T14:00:00
HI967,Room21,2025-03-06T14:00:00
HI972,Room16,2025-03-12T10:00:00
MA018,Room2,2025-03-18T14:00:00
MA039,Room4,2025-03-21T10:00:00
MA073,Room19,2025-03-24T14:00:00
MA090,Room21,2025-03-21T14:00:00
MA106,Room21,2025-03-20T10:00:00
MA116,Room20,2025-03-18T10:00:00
MA119,Room18,2025-03-03T14:00:00
MA122,Room19,2025-03-17T14:00:00
MA145,Room3,2025-03-14T10:00:00
MA146,Room5,2025-03-20T14:00:00
MA166,Room13,2025-03-21T10:00:00
MA167,Room17,2025-03-17T10:00:00
MA176,Room18,2025-03-04T14:00:00
MA223,Room22,2025-03-18T10:00:00
MA228,Room17,2025-03-14T14:00:00
MA237,Room12,2025-03-19T10:00:00
MA242,Room10,2025-03-05T14:00:00
MA267,Room18,2025-03-17T10:00:00
MA272,Room19,2025-03-21T14:00:00
MA287,Room20,2025-03-07T14:00:00
MA288,Room15,2025-03-10T10:00:00
MA294,Room22,2025-03-10T14:00:00
MA295,Room16,2025-03-12T14:00:00
MA311,Room22,2025-03-13T10:00:00
MA334,Room14,2025-03-03T14:00:00
MA335,Room9,2025-03-04T10:00:00
MA336,Room16,2025-03-14T10:00:00
MA364,Room20,2025-03-04T14:00:00
MA384,Room3,2025-03-06T14:00:00
MA393,Room22,2025-03-17T14:00:00
MA398,Room12,2025-03-21T10:00:00
MA438,Room21,2025-03-13T10:00:00
MA441,Room5,2025-03-03T10:00:00
MA459,Room4,2025-03-03T10:00:00
MA476,Room21,2025-03-11T14:00:00
MA491,Room20,2025-03-13T14:00:00
MA493,Room21,2025-03-03T10:00:00
MA501,Room20,2025-03-04T10:00:00
MA505,Room22,2025-03-18T10:00:00
MA512,Room18,2025-03-10T10:00:00
MA534,Room22,2025-03-04T10:00:00
MA549,Room20,2025-03-12T10:00:00
MA555,Room19,2025-03-06T10:00:00
MA583,Room21,2025-03-04T10:00:00
MA616,Room14,2025-03-19T10:00:00
MA623,Room22,2025-03-05T14:00:00
MA657,Room14,2025-03-17T14:00:00
MA665,Room13,2025-03-24T10:00:00
MA678,Room21,2025-03-04T14:00:00
MA729,Room20,2025-03-17T14:00:00
MA739,Room9,2025-03-24T10:00:00
MA844,Room16,2025-03-03T10:00:00
MA887,Room21,2025-03-24T10:00:00
MA890,Room1,2025-03-21T10:00:00
MA906,Room20,2025-03-03T10:00:00
MA920,Room20,2025-03-06T10:00:00
MA948,Room22,2025-03-05T14:00:00
MA953,Room22,2025-03-06T10:00:00
MA981,Room21,2025-03-04T10:00:00
MA982,Room20,2025-03-20T10:00:00
MA984,Room19,2025-03-20T14:00:00
PY012,Room7,2025-03-10T10:00:00
PY027,Room22,2025-03-17T14:00:00
PY034,Room13,2025-03-10T14:00:00
PY044,Room14,2025-03-10T14:00:00
PY058,Room18,2025-03-07T10:00:00
PY064,Room1,2025-03-05T14:00:00
PY072,Room21,2025-03-14T10:00:00
PY085,Room16,2025-03-14T10:00:00
PY101,Room19,2025-03-24T14:00:00
PY124,Room2,2025-03-06T10:00:00
PY145,Room19,2025-03-05T14:00:00
PY163,Room17,2025-03-17T14:00:00
PY166,Room6,2025-03-21T10:00:00
PY192,Room21,2025-03-17T14:00:00
PY219,Room20,2025-03-03T10:00:00
PY250,Room2,2025-03-11T10:00:00
PY264,Room3,2025-03-04T10:00:00
PY268,Room21,2025-03-19T10:00:00
PY274,Room15,2025-03-21T10:00:00
PY303,Room2,2025-03-03T10:00:00
PY344,Room13,2025-03-14T10:00:00
PY345,Room2,2025-03-17T14:00:00
PY357,Room15,2025-03-19T10:00:00
PY381,Room20,2025-03-03T10:00:00
PY391,Room16,2025-03-24T10:00:00
PY407,Room6,2025-03-24T10:00:00
PY444,Room14,2025-03-24T10:00:00
PY450,Room12,2025-03-14T10:00:00
PY461,Room22,2025-03-11T10:00:00
PY465,Room1,2025-03-07T14:00:00
PY477,Room16,2025-03-14T14:00:00
PY489,Room14,2025-03-07T14:00:00
PY494,Room21,2025-03-06T14:00:00
PY505,Room13,2025-03-17T14:00:00
PY513,Room15,2025-03-05T14:00:00
PY531,Room13,2025-03-24T10:00:00
PY533,Room14,2025-03-07T14:00:00
PY580,Room11,2025-03-24T10:00:00
PY594,Room13,2025-03-07T14:00:00
PY609,Room18,2025-03-06T10:00:00
PY630,Room13,2025-03-05T14:00:00
PY635,Room19,2025-03-24T10:00:00
PY641,Room1,2025-03-17T14:00:00
PY669,Room16,2025-03-24T14:00:00
PY671,Room16,2025-03-21T10:00:00
PY675,Room2,2025-03-03T10:00:00
PY705,Room13,2025-03-19T10:00:00
PY742,Room14,2025-03-06T10:00:00
PY769,Room9,2025-03-04T10:00:00
PY775,Room17,2025-03-21T10:00:00
PY786,Room22,2025-03-21T10:00:00
PY843,Room1,2025-03-19T10:00:00
PY855,Room15,2025-03-04T10:00:00
PY882,Room20,2025-03-07T14:00:00
PY890,Room22,2025-03-24T14:00:00
PY892,Room17,2025-03-21T10:00:00
PY934,Room12,2025-03-19T10:00:00
PY940,Room19,2025-03-06T10:00:00
PY976,Room3,2025-03-10T10:00:00
ST036,Room13,2025-03-19T10:00:00
ST037,Room18,2025-03-24T10:00:00
ST047,Room9,2025-03-06T10:00:00
ST052,Room7,2025-03-21T10:00:00
ST062,Room13,2025-03-11T10:00:00
ST080,Room3,2025-03-13T10:00:00
ST094,Room6,2025-03-24T10:00:00
ST126,Room17,2025-03-03T10:00:00
ST128,Room17,2025-03-14T10:00:00
ST159,Room20,2025-03-03T10:00:00
ST172,Room1,2025-03-19T10:00:00
ST177,Room10,2025-03-24T10:00:00
ST181,Room21,2025-03-24T10:00:00
ST183,Room15,2025-03-07T14:00:00
ST192,Room16,2025-03-07T14:00:00
ST193,Room16,2025-03-20T10:00:00
ST237,Room19,2025-03-07T10:00:00
ST249,Room18,2025-03-04T14:00:00
ST255,Room17,2025-03-18T10:00:00
ST304,Room22,2025-03-21T14:00:00
ST322,Room18,2025-03-06T14:00:00
ST328,Room13,2025-03-14T10:00:00
ST342,Room14,2025-03-03T10:00:00
ST362,Room13,2025-03-17T14:00:00
ST369,Room14,2025-03-24T14:00:00
ST372,Room2,2025-03-21T10:00:00
ST374,Room10,2025-03-06T10:00:00
ST406,Room5,2025-03-13T10:00:00
ST416,Room12,2025-03-05T14:00:00
ST422,Room4,2025-03-07T10:00:00
ST430,Room12,2025-03-24T10:00:00
ST449,Room21,2025-03-19T10:00:00
ST478,Room8,2025-03-04T10:00:00
ST518,Room21,2025-03-21T10:00:00
ST534,Room3,2025-03-07T14:00:00
ST535,Room22,2025-03-24T10:00:00
ST598,Room10,2025-03-24T10:00:00
ST657,Room15,2025-03-06T14:00:00
ST661,Room22,2025-03-07T10:00:00
ST683,Room16,2025-03-19T14:00:00
ST688,Room16,2025-03-18T14:00:00
ST711,Room21,2025-03-03T14:00:00
ST734,Room13,2025-03-18T14:00:00
ST742,Room18,2025-03-19T14:00:00
ST745,Room21,2025-03-18T10:00:00
ST765,Room2,2025-03-04T14:00:00
ST802,Room21,2025-03-06T10:00:00
ST805,Room10,2025-03-13T10:00:00
ST820,Room4,2025-03-11T10:00:00
ST822,Room16,2025-03-06T14:00:00
ST853,Room15,2025-03-04T14:00:00
ST869,Room5,2025-03-07T14:00:00
ST878,Room22,2025-03-05T14:00:00
ST889,Room14,2025-03-21T10:00:00
ST915,Room17,2025-03-11T10:00:00
ST932,Room16,2025-03-24T14:00:00
ST934,Room14,2025-03-17T14:00:00
ST954,Room4,2025-03-13T10:00:00
ST958,Room21,2025-03-05T14:00:00
ST967,Room15,2025-03-14T10:00:00
ST971,Room13,2025-03-04T14:00:00
