courses,room,datetime
CH024,Room3,2025-03-13T10:00:00
CH044,Room12,2025-03-05T14:00:00
CH059,Room11,2025-03-13T10:00:00
CH106,Room10,2025-03-12T14:00:00
CH130,Room5,2025-03-11T10:00:00
CH135,Room9,2025-03-05T14:00:00
CH140,Room9,2025-03-05T14:00:00
CH162,Room13,2025-03-06T10:00:00
CH165,Room15,2025-03-06T10:00:00
CH168,Room5,2025-03-10T14:00:00
CH179,Room4,2025-03-06T14:00:00
CH180,Room6,2025-03-14T14:00:00
CH203,Room14,2025-03-06T14:00:00
CH213,Room14,2025-03-03T14:00:00
CH232,Room13,2025-03-10T10:00:00
CH245,Room12,2025-03-10T14:00:00
CH258,Room5,2025-03-07T10:00:00
CH295,Room4,2025-03-04T14:00:00
CH315,Room4,2025-03-05T14:00:00
CH339,Room13,2025-03-06T10:00:00
CH391,Room6,2025-03-07T14:00:00
CH438,Room11,2025-03-05T14:00:00
CH449,Room13,2025-03-05T14:00:00
CH476,Room9,2025-03-03T10:00:00
CH482,Room10,2025-03-04T14:00:00
CH496,Room5,2025-03-12T14:00:00
CH505,Room7,2025-03-05T14:00:00
CH538,Room8,2025-03-13T10:00:00
CH544,Room4,2025-03-12T14:00:00
CH548,Room7,2025-03-05T14:00:00
CH549,Room5,2025-03-11T10:00:00
CH553,Room10,2025-03-11T10:00:00
CH568,Room2,2025-03-05T14:00:00
CH576,Room6,2025-03-11T10:00:00
CH661,Room1,2025-03-12T14:00:00
CH670,Room3,2025-03-05T14:00:00
CH678,Room3,2025-03-03T14:00:00
CH698,Room10,2025-03-11T14:00:00
CH711,Room5,2025-03-03T10:00:00
CH726,Room9,2025-03-07T14:00:00
CH739,Room4,2025-03-04T14:00:00
CH779,Room1,2025-03-07T10:00:00
CH819,Room13,2025-03-13T10:00:00
CH841,Room15,2025-03-11T14:00:00
CH852,Room9,2025-03-03T14:00:00
CH855,Room12,2025-03-06T10:00:00
CH899,Room8,2025-03-07T10:00:00
CH904,Room15,2025-03-10T14:00:00
CH906,Room4,2025-03-03T10:00:00
CH937,Room14,2025-03-06T14:00:00
EN004,Room12,2025-03-12T14:00:00
EN009,Room1,2025-03-13T10:00:00
EN025,Room4,2025-03-05T14:00:00
EN030,Room3,2025-03-14T14:00:00
EN047,Room7,2025-03-11T10:00:00
EN088,Room6,2025-03-05T14:00:00
EN094,Room7,2025-03-05T14:00:00
EN137,Room11,2025-03-13T10:00:00
EN138,Room6,2025-03-11T10:00:00
EN153,Room11,2025-03-12T14:00:00
EN176,Room12,2025-03-06T10:00:00
EN223,Room7,2025-03-06T10:00:00
EN267,Room13,2025-03-12T10:00:00
EN272,Room4,2025-03-03T14:00:00
EN303,Room12,2025-03-03T14:00:00
EN305,Room1,2025-03-06T14:00:00
EN317,Room15,2025-03-06T14:00:00
EN334,Room3,2025-03-11T14:00:00
EN337,Room15,2025-03-07T10:00:00
EN343,Room12,2025-03-12T10:00:00
EN351,Room12,2025-03-06T10:00:00
EN387,Room3,2025-03-06T14:00:00
EN446,Room1,2025-03-05T10:00:00
EN468,Room11,2025-03-10T10:00:00
EN478,Room11,2025-03-05T14:00:00
EN484,Room3,2025-03-03T10:00:00
EN493,Room13,2025-03-12T10:00:00
EN534,Room13,2025-03-13T14:00:00
EN614,Room11,2025-03-11T14:00:00
EN616,Room9,2025-03-03T14:00:00
EN641,Room10,2025-03-03T10:00:00
EN646,Room15,2025-03-10T10:00:00
EN651,Room11,2025-03-12T14:00:00
EN667,Room5,2025-03-12T14:00:00
EN690,Room3,2025-03-14T14:00:00
EN719,Room15,2025-03-13T10:00:00
EN722,Room4,2025-03-13T10:00:00
EN765,Room8,2025-03-11T10:00:00
EN772,Room15,2025-03-06T10:00:00
EN773,Room14,2025-03-14T10:00:00
EN779,Room13,2025-03-06T14:00:00
EN794,Room8,2025-03-14T14:00:00
EN807,Room1,2025-03-05T14:00:00
EN813,Room6,2025-03-13T10:00:00
EN841,Room10,2025-03-12T14:00:00
EN897,Room11,2025-03-12T14:00:00
EN925,Room8,2025-03-05T14:00:00
EN927,Room13,2025-03-11T10:00:00
EN972,Room5,2025-03-05T14:00:00
EN989,Room9,2025-03-12T14:00:00
GO043,Room6,2025-03-05T14:00:00
GO044,Room2,2025-03-05T14:00:00
GO069,Room14,2025-03-11T10:00:00
GO083,Room14,2025-03-12T14:00:00
GO108,Room15,2025-03-12T14:00:00
GO123,Room14,2025-03-06T14:00:00
GO128,Room15,2025-03-12T14:00:00
GO133,Room15,2025-03-12T14:00:00
GO134,Room12,2025-03-12T14:00:00
GO159,Room3,2025-03-12T14:00:00
GO184,Room11,2025-03-03T10:00:00
GO190,Room12,2025-03-04T14:00:00
GO243,Room12,2025-03-05T14:00:00
GO253,Room1,2025-03-06T14:00:00
GO259,Room13,2025-03-03T10:00:00
GO260,Room15,2025-03-13T10:00:00
GO268,Room5,2025-03-14T14:00:00
GO273,Room4,2025-03-06T14:00:00
GO304,Room8,2025-03-12T10:00:00
GO307,Room10,2025-03-07T14:00:00
GO362,Room11,2025-03-07T10:00:00
GO363,Room14,2025-03-04T14:00:00
GO392,Room1,2025-03-07T10:00:00
GO395,Room14,2025-03-03T14:00:00
GO420,Room14,2025-03-10T10:00:00
GO438,Room13,2025-03-10T10:00:00
GO442,Room9,2025-03-05T14:00:00
GO449,Room14,2025-03-12T14:00:00
GO458,Room8,2025-03-11T10:00:00
GO478,Room5,2025-03-05T14:00:00
GO508,Room6,2025-03-12T14:00:00
GO578,Room15,2025-03-12T14:00:00
GO599,Room10,2025-03-05T14:00:00
GO607,Room9,2025-03-11T10:00:00
GO622,Room12,2025-03-14T14:00:00
GO649,Room3,2025-03-03T14:00:00
GO693,Room12,2025-03-11T10:00:00
GO719,Room9,2025-03-05T14:00:00
GO727,Room12,2025-03-13T10:00:00
GO738,Room4,2025-03-10T10:00:00
GO742,Room14,2025-03-06T10:00:00
GO761,Room11,2025-03-13T10:00:00
GO776,Room3,2025-03-07T14:00:00
GO793,Room14,2025-03-03T14:00:00
GO824,Room9,2025-03-11T10:00:00
GO846,Room15,2025-03-13T10:00:00
GO855,Room13,2025-03-11T10:00:00
GO856,Room14,2025-03-11T10:00:00
GO902,Room12,2025-03-06T14:00:00
GO994,Room15,2025-03-11T10:00:00
HI006,Room12,2025-03-11T10:00:00
HI018,Room6,2025-03-06T14:00:00
HI064,Room3,2025-03-11T10:00:00
HI076,Room11,2025-03-06T14:00:00
HI088,Room15,2025-03-14T14:00:00
HI097,Room8,2025-03-14T14:00:00
HI108,Room11,2025-03-14T14:00:00
HI133,Room15,2025-03-07T14:00:00
HI138,Room4,2025-03-11T14:00:00
HI159,Room7,2025-03-12T10:00:00
HI165,Room15,2025-03-14T14:00:00
HI187,Room2,2025-03-10T10:00:00
HI188,Room15,2025-03-04T14:00:00
HI192,Room9,2025-03-12T10:00:00
HI196,Room9,2025-03-07T14:00:00
HI217,Room5,2025-03-14T14:00:00
HI220,Room14,2025-03-07T14:00:00
HI233,Room9,2025-03-05T14:00:00
HI264,Room12,2025-03-13T10:00:00
HI298,Room10,2025-03-12T14:00:00
HI316,Room1,2025-03-03T10:00:00
HI339,Room7,2025-03-10T10:00:00
HI343,Room10,2025-03-03T14:00:00
HI360,Room6,2025-03-10T14:00:00
HI370,Room11,2025-03-04T14:00:00
HI391,Room14,2025-03-06T14:00:00
HI406,Room9,2025-03-12T14:00:00
HI415,Room11,2025-03-05T14:00:00
HI450,Room3,2025-03-13T10:00:00
HI459,Room7,2025-03-11T10:00:00
HI480,Room10,2025-03-12T14:00:00
HI511,Room4,2025-03-05T14:00:00
HI533,Room13,2025-03-13T10:00:00
HI534,Room15,2025-03-13T10:00:00
HI552,Room15,2025-03-12T10:00:00
HI595,Room13,2025-03-04T14:00:00
HI605,Room11,2025-03-10T10:00:00
HI614,Room9,2025-03-12T10:00:00
HI630,Room14,2025-03-04T14:00:00
HI633,Room14,2025-03-04T14:00:00
HI663,Room3,2025-03-10T10:00:00
HI672,Room11,2025-03-10T14:00:00
HI675,Room8,2025-03-04T14:00:00
HI735,Room12,2025-03-07T10:00:00
HI781,Room4,2025-03-13T10:00:00
HI833,Room8,2025-03-10T10:00:00
HI836,Room13,2025-03-04T14:00:00
HI876,Room11,2025-03-10T14:00:00
HI945,Room4,2025-03-12T14:00:00
HI953,Room11,2025-03-14T14:00:00
HI965,Room5,2025-03-05T14:00:00
HI971,Room3,2025-03-11T10:00:00
MA015,Room13,2025-03-05T14:00:00
MA064,Room3,2025-03-05T14:00:00
MA070,Room4,2025-03-11T10:00:00
MA071,Room13,2025-03-12T14:00:00
MA097,Room14,2025-03-05T14:00:00
MA136,Room3,2025-03-11T10:00:00
MA138,Room3,2025-03-05T14:00:00
MA147,Room8,2025-03-05T14:00:00
MA150,Room1,2025-03-12T14:00:00
MA162,Room15,2025-03-03T10:00:00
MA170,Room12,2025-03-11T14:00:00
MA182,Room14,2025-03-07T14:00:00
MA191,Room13,2025-03-10T14:00:00
MA197,Room10,2025-03-10T14:00:00
MA234,Room11,2025-03-06T10:00:00
MA257,Room7,2025-03-05T10:00:00
MA305,Room1,2025-03-13T14:00:00
MA316,Room3,2025-03-05T10:00:00
MA342,Room15,2025-03-14T14:00:00
MA350,Room5,2025-03-07T14:00:00
MA375,Room2,2025-03-07T14:00:00
MA378,Room4,2025-03-12T10:00:00
MA384,Room14,2025-03-06T10:00:00
MA430,Room2,2025-03-05T14:00:00
MA469,Room8,2025-03-05T14:00:00
MA471,Room13,2025-03-07T10:00:00
MA472,Room8,2025-03-10T10:00:00
MA488,Room10,2025-03-05T10:00:00
MA526,Room15,2025-03-06T14:00:00
MA542,Room9,2025-03-05T14:00:00
MA592,Room8,2025-03-12T14:00:00
MA624,Room6,2025-03-04T10:00:00
MA671,Room8,2025-03-10T14:00:00
MA676,Room14,2025-03-14T10:00:00
MA694,Room9,2025-03-13T14:00:00
MA726,Room14,2025-03-11T14:00:00
MA746,Room6,2025-03-05T14:00:00
MA752,Room13,2025-03-10T14:00:00
MA769,Room2,2025-03-05T14:00:00
MA785,Room4,2025-03-05T14:00:00
MA789,Room7,2025-03-12T14:00:00
MA790,Room11,2025-03-13T10:00:00
MA806,Room14,2025-03-12T14:00:00
MA828,Room13,2025-03-12T14:00:00
MA838,Room13,2025-03-11T10:00:00
MA876,Room10,2025-03-11T10:00:00
MA889,Room1,2025-03-07T14:00:00
MA899,Room13,2025-03-07T10:00:00
MA906,Room1,2025-03-07T10:00:00
MA914,Room8,2025-03-05T14:00:00
MA953,Room11,2025-03-05T14:00:00
MA987,Room2,2025-03-12T14:00:00
MA997,Room4,2025-03-04T14:00:00
PY001,Room1,2025-03-07T10:00:00
PY007,Room15,2025-03-13T10:00:00
PY025,Room5,2025-03-14T14:00:00
PY040,Room11,2025-03-11T10:00:00
PY049,Room3,2025-03-12T14:00:00
PY063,Room3,2025-03-13T10:00:00
PY071,Room9,2025-03-14T14:00:00
PY103,Room6,2025-03-04T14:00:00
PY133,Room1,2025-03-11T10:00:00
PY139,Room6,2025-03-04T14:00:00
PY141,Room3,2025-03-05T14:00:00
PY146,Room10,2025-03-11T10:00:00
PY184,Room14,2025-03-06T14:00:00
PY213,Room11,2025-03-05T14:00:00
PY215,Room4,2025-03-05T14:00:00
PY258,Room13,2025-03-12T14:00:00
PY259,Room4,2025-03-05T14:00:00
PY280,Room1,2025-03-11T10:00:00
PY315,Room11,2025-03-06T10:00:00
PY349,Room13,2025-03-12T10:00:00
PY364,Room5,2025-03-11T14:00:00
PY365,Room15,2025-03-10T14:00:00
PY405,Room1,2025-03-05T14:00:00
PY419,Room4,2025-03-06T10:00:00
PY444,Room2,2025-03-06T14:00:00
PY472,Room5,2025-03-05T14:00:00
PY477,Room5,2025-03-03T14:00:00
PY499,Room14,2025-03-10T14:00:00
PY502,Room9,2025-03-03T14:00:00
PY511,Room15,2025-03-11T10:00:00
PY517,Room3,2025-03-12T14:00:00
PY560,Room11,2025-03-11T10:00:00
PY591,Room15,2025-03-05T14:00:00
PY594,Room15,2025-03-05T14:00:00
PY607,Room14,2025-03-05T14:00:00
PY621,Room13,2025-03-05T14:00:00
PY632,Room14,2025-03-13T10:00:00
PY664,Room14,2025-03-05T14:00:00
PY716,Room5,2025-03-05T14:00:00
PY735,Room5,2025-03-05T14:00:00
PY789,Room5,2025-03-05T14:00:00
PY801,Room10,2025-03-14T14:00:00
PY856,Room8,2025-03-10T10:00:00
PY877,Room4,2025-03-10T14:00:00
PY893,Room7,2025-03-11T10:00:00
PY910,Room11,2025-03-14T14:00:00
PY923,Room14,2025-03-12T14:00:00
PY925,Room6,2025-03-04T14:00:00
PY939,Room11,2025-03-11T10:00:00
PY993,Room3,2025-03-11T10:00:00
PY997,Room2,2025-03-12T14:00:00
ST016,Room8,2025-03-05T14:00:00
ST020,Room7,2025-03-11T10:00:00
ST043,Room11,2025-03-12T14:00:00
ST075,Room15,2025-03-07T10:00:00
ST134,Room12,2025-03-03T10:00:00
ST163,Room3,2025-03-07T14:00:00
ST203,Room11,2025-03-13T10:00:00
ST212,Room11,2025-03-05T14:00:00
ST256,Room5,2025-03-13T10:00:00
ST269,Room2,2025-03-04T14:00:00
ST285,Room6,2025-03-12T14:00:00
ST315,Room11,2025-03-14T14:00:00
ST339,Room3,2025-03-06T14:00:00
ST341,Room7,2025-03-11T10:00:00
ST352,Room7,2025-03-05T14:00:00
ST418,Room4,2025-03-13T10:00:00
ST421,Room10,2025-03-12T14:00:00
ST433,Room6,2025-03-05T14:00:00
ST435,Room4,2025-03-11T10:00:00
ST438,Room8,2025-03-13T10:00:00
ST446,Room3,2025-03-07T14:00:00
ST459,Room5,2025-03-03T14:00:00
ST481,Room8,2025-03-10T14:00:00
ST482,Room10,2025-03-04T14:00:00
ST491,Room7,2025-03-10T10:00:00
ST508,Room15,2025-03-14T14:00:00
ST513,Room6,2025-03-10T10:00:00
ST579,Room5,2025-03-05T14:00:00
ST586,Room12,2025-03-14T14:00:00
ST597,Room6,2025-03-04T14:00:00
ST642,Room6,2025-03-13T10:00:00
ST653,Room15,2025-03-07T10:00:00
ST656,Room14,2025-03-04T14:00:00
ST667,Room15,2025-03-05T14:00:00
ST674,Room12,2025-03-12T14:00:00
ST693,Room1,2025-03-06T14:00:00
ST723,Room11,2025-03-03T14:00:00
ST724,Room11,2025-03-12T14:00:00
ST764,Room8,2025-03-07T14:00:00
ST853,Room6,2025-03-14T14:00:00
ST857,Room12,2025-03-05T14:00:00
ST873,Room5,2025-03-10T10:00:00
ST877,Room5,2025-03-13T10:00:00
ST888,Room15,2025-03-11T10:00:00
ST900,Room1,2025-03-05T14:00:00
ST905,Room14,2025-03-11T10:00:00
ST910,Room4,2025-03-12T14:00:00
ST911,Room5,2025-03-14T14:00:00
ST938,Room4,2025-03-12T14:00:00
ST958,Room9,2025-03-06T14:00:00
ST970,Room10,2025-03-13T10:00:00
ST995,Room7,2025-03-03T14:00:00
