courses,room,datetime
PY156,Room7,2025-03-10T10:00:00
PY192,Room9,2025-03-10T10:00:00
PY329,Room10,2025-03-10T10:00:00
PY667,Room2,2025-03-10T10:00:00
PY670,Room5,2025-03-10T10:00:00
PY690,Room10,2025-03-11T14:00:00
PY723,Room10,2025-03-11T14:00:00
PY877,Room5,2025-03-07T14:00:00
PY917,Room4,2025-03-11T14:00:00
PY949,Room5,2025-03-10T14:00:00
PY962,Room6,2025-03-11T14:00:00
PY993,Room10,2025-03-11T14:00:00
ST294,Room7,2025-03-10T14:00:00
ST323,Room6,2025-03-10T14:00:00
ST334,Room5,2025-03-11T14:00:00
ST351,Room9,2025-03-10T10:00:00
ST390,Room8,2025-03-03T14:00:00
ST434,Room8,2025-03-06T14:00:00
ST507,Room1,2025-03-06T10:00:00
ST521,Room10,2025-03-05T14:00:00
ST758,Room9,2025-03-07T10:00:00
ST782,Room8,2025-03-07T10:00:00
ST797,Room10,2025-03-06T14:00:00
ST807,Room10,2025-03-03T10:00:00
ST872,Room3,2025-03-06T10:00:00
ST890,Room10,2025-03-04T10:00:00
ST945,Room7,2025-03-04T14:00:00
