courses,room,datetime
HI930,Room21,2025-03-04T14:00:00
HI984,Room14,2025-03-04T14:00:00
MA059,Room18,2025-03-13T10:00:00
MA091,Room15,2025-03-10T14:00:00
MA111,Room11,2025-03-04T14:00:00
MA123,Room9,2025-03-17T14:00:00
MA147,Room7,2025-03-14T14:00:00
MA154,Room20,2025-03-10T14:00:00
MA309,Room18,2025-03-12T10:00:00
MA313,Room18,2025-03-17T14:00:00
MA315,Room8,2025-03-03T10:00:00
MA352,Room16,2025-03-04T10:00:00
MA358,Room20,2025-03-18T10:00:00
MA402,Room13,2025-03-14T14:00:00
MA403,Room3,2025-03-17T14:00:00
MA437,Room17,2025-03-06T10:00:00
MA474,Room21,2025-03-07T10:00:00
MA487,Room15,2025-03-12T14:00:00
MA509,Room1,2025-03-04T10:00:00
MA513,Room11,2025-03-06T10:00:00
MA540,Room19,2025-03-17T10:00:00
MA583,Room14,2025-03-17T10:00:00
MA600,Room14,2025-03-17T14:00:00
MA776,Room7,2025-03-07T14:00:00
MA789,Room20,2025-03-03T10:00:00
MA883,Room6,2025-03-14T14:00:00
MA906,Room15,2025-03-10T14:00:00
MA920,Room2,2025-03-14T14:00:00
MA940,Room17,2025-03-10T14:00:00
MA965,Room20,2025-03-10T10:00:00
MA980,Room3,2025-03-13T14:00:00
MA999,Room15,2025-03-05T10:00:00
PY032,Room9,2025-03-06T10:00:00
PY073,Room12,2025-03-14T14:00:00
PY077,Room19,2025-03-05T14:00:00
PY109,Room12,2025-03-05T10:00:00
PY133,Room16,2025-03-03T10:00:00
PY168,Room21,2025-03-17T14:00:00
PY204,Room8,2025-03-18T10:00:00
PY206,Room8,2025-03-04T14:00:00
PY293,Room11,2025-03-10T14:00:00
PY317,Room14,2025-03-04T10:00:00
PY347,Room20,2025-03-13T14:00:00
PY351,Room21,2025-03-13T14:00:00
PY375,Room16,2025-03-13T14:00:00
PY404,Room11,2025-03-07T14:00:00
PY445,Room19,2025-03-14T14:00:00
PY509,Room14,2025-03-03T14:00:00
PY519,Room20,2025-03-17T14:00:00
PY520,Room19,2025-03-03T14:00:00
PY528,Room9,2025-03-10T10:00:00
PY664,Room14,2025-03-17T14:00:00
PY673,Room9,2025-03-14T10:00:00
PY699,Room13,2025-03-10T14:00:00
PY753,Room11,2025-03-12T10:00:00
PY805,Room9,2025-03-13T10:00:00
PY865,Room15,2025-03-05T10:00:00
PY883,Room10,2025-03-14T14:00:00
PY903,Room15,2025-03-07T10:00:00
PY909,Room20,2025-03-04T14:00:00
PY955,Room3,2025-03-04T14:00:00
PY988,Room15,2025-03-06T10:00:00
ST015,Room13,2025-03-17T14:00:00
ST028,Room20,2025-03-17T14:00:00
ST132,Room2,2025-03-03T10:00:00
ST135,Room15,2025-03-12T14:00:00
ST199,Room11,2025-03-13T14:00:00
ST217,Room2,2025-03-17T14:00:00
ST222,Room7,2025-03-07T10:00:00
ST245,Room6,2025-03-17T14:00:00
ST383,Room18,2025-03-04T10:00:00
ST388,Room21,2025-03-13T14:00:00
ST402,Room21,2025-03-07T10:00:00
ST457,Room21,2025-03-06T10:00:00
ST489,Room21,2025-03-14T10:00:00
ST534,Room18,2025-03-10T10:00:00
ST614,Room8,2025-03-06T10:00:00
ST623,Room15,2025-03-05T14:00:00
ST651,Room3,2025-03-04T10:00:00
ST667,Room2,2025-03-05T14:00:00
ST741,Room21,2025-03-07T10:00:00
ST770,Room15,2025-03-18T14:00:00
ST803,Room11,2025-03-03T10:00:00
ST827,Room3,2025-03-07T14:00:00
ST865,Room17,2025-03-04T10:00:00
ST885,Room11,2025-03-12T14:00:00
ST956,Room5,2025-03-04T10:00:00
ST962,Room2,2025-03-17T14:00:00
ST981,Room21,2025-03-03T10:00:00
ST985,Room4,2025-03-10T14:00:00
